case_id,activity,resource,timestamp,activity_duration,prefix_index,timesincelastevent,elapsed_time,remaining_time,open_cases,case_start_time,case_complete_time,scenario,method,l,simulation_run,process
1434,MOULDING,MOULDING_MACHINE_4,5228.110655561832,1.293782070359157,1,0.0,0.0,64.53738442722079,1,5228.110655561832,5292.648039989052,experiment,FIFO,0.28,0,variant_5
1434,ASSEMBLY_1,LINE_ASSEMBLY1_2,5233.596174219738,5.485518657906141,2,5.485518657906141,5.485518657906141,59.051865769314645,2,5228.110655561832,5292.648039989052,experiment,FIFO,0.28,0,variant_5
1434,ASSEMBLY_2,ASSEMBLY2_LINE_1,5261.616226256778,28.02005203703993,3,28.02005203703993,33.50557069494607,31.031813732274713,13,5228.110655561832,5292.648039989052,experiment,FIFO,0.28,0,variant_5
1434,SORTING,SORTING_ROBOT_1,5284.747195798291,2.203930083056548,4,23.130969541512968,56.63654023645904,7.900844190761745,24,5228.110655561832,5292.648039989052,experiment,FIFO,0.28,0,variant_5
1434,PACKAGING,PACKAGING_LINE_2,5291.138452694376,6.391256896084997,5,6.391256896084997,63.02779713254404,1.5095872946767486,26,5228.110655561832,5292.648039989052,experiment,FIFO,0.28,0,variant_5
1434,INSPECTION_1,INSPECTION_1_LINE_2,5292.376076849868,1.2376241554920853,6,1.2376241554920853,64.26542128803612,0.2719631391846633,25,5228.110655561832,5292.648039989052,experiment,FIFO,0.28,0,variant_5
1434,INSPECTION_2,INSPECTION_2_LINE_1,5292.631655161728,0.2555783118605177,7,0.2555783118605177,64.52099959989664,0.01638482732414559,25,5228.110655561832,5292.648039989052,experiment,FIFO,0.28,0,variant_5
1434,INSPECTION_3,INSPECTION_3_LINE_2,5292.648039989052,0.01638482732414559,8,0.01638482732414559,64.53738442722079,0.0,24,5228.110655561832,5292.648039989052,experiment,FIFO,0.28,0,variant_5
1435,MOULDING,MOULDING_MACHINE_5,5232.759170737337,2.6609747851716747,1,0.0,0.0,59.96516841095945,2,5232.759170737337,5292.724339148296,experiment,FIFO,0.28,0,variant_1
1435,ASSEMBLY_1,LINE_ASSEMBLY1_5,5236.833461187745,4.0742904504086255,2,4.0742904504086255,4.0742904504086255,55.890877960550824,2,5232.759170737337,5292.724339148296,experiment,FIFO,0.28,0,variant_1
1435,ASSEMBLY_2,ASSEMBLY2_LINE_2,5244.836705984684,0.3324755832718438,3,8.003244796938816,12.077535247347441,47.88763316361201,4,5232.759170737337,5292.724339148296,experiment,FIFO,0.28,0,variant_1
1435,SORTING,SORTING_ROBOT_1,5278.895481287828,3.974669255219851,4,34.0587753031441,46.136310550491544,13.828857860467906,22,5232.759170737337,5292.724339148296,experiment,FIFO,0.28,0,variant_1
1435,PACKAGING,PACKAGING_LINE_1,5286.257198114708,7.361716826880183,5,7.361716826880183,53.49802737737173,6.467141033587723,25,5232.759170737337,5292.724339148296,experiment,FIFO,0.28,0,variant_1
1435,INSPECTION_1,INSPECTION_1_LINE_1,5286.613722868503,0.35652475379447424,6,0.35652475379447424,53.8545521311662,6.110616279793248,25,5232.759170737337,5292.724339148296,experiment,FIFO,0.28,0,variant_1
1435,INSPECTION_2,INSPECTION_2_LINE_2,5287.873342400584,1.2596195320811603,7,1.2596195320811603,55.11417166324736,4.850996747712088,26,5232.759170737337,5292.724339148296,experiment,FIFO,0.28,0,variant_1
1435,INSPECTION_3,INSPECTION_3_LINE_1,5292.724339148296,4.850996747712088,8,4.850996747712088,59.96516841095945,0.0,23,5232.759170737337,5292.724339148296,experiment,FIFO,0.28,0,variant_1
1436,MOULDING,MOULDING_MACHINE_1,5241.446235071301,5.363668416966902,1,0.0,0.0,84.40874435619389,4,5241.446235071301,5325.854979427495,experiment,FIFO,0.28,0,variant_5
1436,ASSEMBLY_1,LINE_ASSEMBLY1_4,5256.19767564537,14.75144057406851,2,14.75144057406851,14.75144057406851,69.65730378212538,10,5241.446235071301,5325.854979427495,experiment,FIFO,0.28,0,variant_5
1436,ASSEMBLY_2,ASSEMBLY2_LINE_2,5276.076551305922,11.016026630339184,3,19.878875660552694,34.630316234621205,49.77842812157269,22,5241.446235071301,5325.854979427495,experiment,FIFO,0.28,0,variant_5
1436,SORTING,SORTING_ROBOT_1,5320.197530996318,7.462841041934553,4,44.12097969039587,78.75129592501708,5.657448431176817,24,5241.446235071301,5325.854979427495,experiment,FIFO,0.28,0,variant_5
1436,PACKAGING,PACKAGING_LINE_1,5323.873279135957,3.6757481396389267,5,3.6757481396389267,82.427044064656,1.9817002915378907,25,5241.446235071301,5325.854979427495,experiment,FIFO,0.28,0,variant_5
1436,INSPECTION_1,INSPECTION_1_LINE_2,5324.386837551291,0.513558415334046,6,0.513558415334046,82.94060247999005,1.4681418762038447,25,5241.446235071301,5325.854979427495,experiment,FIFO,0.28,0,variant_5
1436,INSPECTION_2,INSPECTION_2_LINE_2,5325.280024921332,0.8931873700412325,7,0.8931873700412325,83.83378985003128,0.5749545061626122,26,5241.446235071301,5325.854979427495,experiment,FIFO,0.28,0,variant_5
1436,INSPECTION_3,INSPECTION_3_LINE_1,5325.854979427495,0.5749545061626122,8,0.5749545061626122,84.40874435619389,0.0,25,5241.446235071301,5325.854979427495,experiment,FIFO,0.28,0,variant_5
1437,MOULDING,MOULDING_MACHINE_3,5246.408688306585,8.094407248520838,1,0.0,0.0,107.62291403673862,6,5246.408688306585,5354.031602343323,experiment,FIFO,0.28,0,variant_2
1437,ASSEMBLY_1,LINE_ASSEMBLY1_1,5281.647716242489,35.23902793590423,2,35.23902793590423,35.23902793590423,72.38388610083439,23,5246.408688306585,5354.031602343323,experiment,FIFO,0.28,0,variant_2
1437,ASSEMBLY_2,ASSEMBLY2_LINE_2,5294.394860009569,8.432925576084017,3,12.74714376708016,47.98617170298439,59.63674233375423,23,5246.408688306585,5354.031602343323,experiment,FIFO,0.28,0,variant_2
1437,SORTING,SORTING_ROBOT_1,5335.357533293116,0.4312288410947076,4,40.96267328354679,88.94884498653118,18.674069050207436,27,5246.408688306585,5354.031602343323,experiment,FIFO,0.28,0,variant_2
1437,PACKAGING,PACKAGING_LINE_2,5345.90535572444,10.547822431323766,5,10.547822431323766,99.49666741785495,8.12624661888367,26,5246.408688306585,5354.031602343323,experiment,FIFO,0.28,0,variant_2
1437,INSPECTION_1,INSPECTION_1_LINE_2,5347.453007497872,1.5476517734323352,6,1.5476517734323352,101.04431919128729,6.5785948454513345,25,5246.408688306585,5354.031602343323,experiment,FIFO,0.28,0,variant_2
1437,INSPECTION_2,INSPECTION_2_LINE_2,5349.343325137601,1.8903176397288917,7,1.8903176397288917,102.93463683101618,4.688277205722443,25,5246.408688306585,5354.031602343323,experiment,FIFO,0.28,0,variant_2
1437,INSPECTION_3,INSPECTION_3_LINE_1,5354.031602343323,4.688277205722443,8,4.688277205722443,107.62291403673862,0.0,25,5246.408688306585,5354.031602343323,experiment,FIFO,0.28,0,variant_2
1438,MOULDING,MOULDING_MACHINE_2,5241.04651357345,0.5197426709164574,1,0.0,0.0,50.93846847559962,3,5241.04651357345,5291.98498204905,experiment,FIFO,0.28,0,variant_5
1438,ASSEMBLY_1,LINE_ASSEMBLY1_2,5247.034681283912,5.988167710461312,2,5.988167710461312,5.988167710461312,44.95030076513831,7,5241.04651357345,5291.98498204905,experiment,FIFO,0.28,0,variant_5
1438,ASSEMBLY_2,ASSEMBLY2_LINE_2,5262.858858561651,15.824177277739182,3,15.824177277739182,21.812344988200493,29.126123487399127,14,5241.04651357345,5291.98498204905,experiment,FIFO,0.28,0,variant_5
1438,SORTING,SORTING_ROBOT_1,5287.442270627237,2.6950748289464173,4,24.583412065586344,46.39575705378684,4.542711421812783,26,5241.04651357345,5291.98498204905,experiment,FIFO,0.28,0,variant_5
1438,PACKAGING,PACKAGING_LINE_3,5287.842181997717,0.39991137047945813,5,0.39991137047945813,46.795668424266296,4.1428000513333245,26,5241.04651357345,5291.98498204905,experiment,FIFO,0.28,0,variant_5
1438,INSPECTION_1,INSPECTION_1_LINE_2,5289.009622988695,1.1674409909783208,6,1.1674409909783208,47.96310941524462,2.9753590603550037,26,5241.04651357345,5291.98498204905,experiment,FIFO,0.28,0,variant_5
1438,INSPECTION_2,INSPECTION_2_LINE_1,5289.097278245953,0.0876552572581204,7,0.0876552572581204,48.05076467250274,2.8877038030968833,26,5241.04651357345,5291.98498204905,experiment,FIFO,0.28,0,variant_5
1438,INSPECTION_3,INSPECTION_3_LINE_2,5291.98498204905,2.8877038030968833,8,2.8877038030968833,50.93846847559962,0.0,25,5241.04651357345,5291.98498204905,experiment,FIFO,0.28,0,variant_5
1439,MOULDING,MOULDING_MACHINE_4,5245.1091890205535,3.6556260352454046,1,0.0,0.0,59.76688354717953,5,5245.1091890205535,5304.876072567733,experiment,FIFO,0.28,0,variant_3
1439,ASSEMBLY_1,LINE_ASSEMBLY1_5,5247.2125637921545,2.103374771601011,2,2.103374771601011,2.103374771601011,57.66350877557852,7,5245.1091890205535,5304.876072567733,experiment,FIFO,0.28,0,variant_3
1439,ASSEMBLY_2,ASSEMBLY2_LINE_1,5265.658190071278,4.041963814500377,3,18.445626279123644,20.549001050724655,39.21788249645488,16,5245.1091890205535,5304.876072567733,experiment,FIFO,0.28,0,variant_3
