case_id,activity,resource,timestamp,activity_duration,prefix_index,timesincelastevent,elapsed_time,remaining_time,open_cases,case_start_time,case_complete_time,scenario,method,l,simulation_run,process
1412,MOULDING_2,MOULDING_MACHINE_2,5033.255840435298,18.82327709213132,1,0.0,0.0,65.00469532475836,5,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,ASSEMBLY_1_3,LINE_3_ASSEMBLY1,5035.216615973123,1.9607755378256115,2,1.9607755378256115,1.9607755378256115,63.04391978693275,6,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,ASSEMBLY_2_1,ASSEMBLY2_LINE_1,5046.157870322132,0.6943436098090388,3,10.941254349008886,12.902029886834498,52.10266543792386,11,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,SORTING,SORTING_ROBOT_1,5087.9878378601325,5.695993820928379,4,41.829967538000346,54.731997424834844,10.272697899923514,16,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,PACKAGING_2,PACKAGING_LINE_2,5092.683098374831,4.69526051469893,5,4.69526051469893,59.427257939533774,5.577437385224584,19,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,INSPECTION_2_1,INSPECTION_2_1_LINE,5093.20445739839,0.5213590235589436,6,0.5213590235589436,59.94861696309272,5.056078361665641,19,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,INSPECTION_2_2,INSPECTION_2_2_LINE,5097.348623654561,4.144166256171047,7,4.144166256171047,64.09278321926377,0.9119121054945936,17,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,INSPECTION_2_3,INSPECTION_2_3_LINE,5097.418401609572,0.06977795501097717,8,0.06977795501097717,64.16256117427474,0.8421341504836164,17,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,INSPECTION_2_4,INSPECTION_2_4_LINE,5097.769076841588,0.35067523201541917,9,0.35067523201541917,64.51323640629016,0.4914589184681972,17,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,INSPECTION_2_5,INSPECTION_2_5_LINE,5097.788874486916,0.019797645328253566,10,0.019797645328253566,64.53303405161842,0.47166127313994366,17,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,INSPECTION_2_6,INSPECTION_2_6_LINE,5098.223953830698,0.435079343781581,11,0.435079343781581,64.9681133954,0.036581929358362686,17,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1412,INSPECTION_2_7,INSPECTION_2_7_LINE,5098.260535760056,0.036581929358362686,12,0.036581929358362686,65.00469532475836,0.0,16,5033.255840435298,5098.260535760056,experiment,FIFO,0.28,0,variant_6
1414,MOULDING_1,MOULDING_MACHINE_1,5019.481359474156,5.333505491416872,1,0.0,0.0,74.13303852089848,1,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,ASSEMBLY_1_5,LINE_5_ASSEMBLY1,5035.2047789872695,0.47248693796973384,2,15.723419513113186,15.723419513113186,58.409619007785295,6,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,ASSEMBLY_2_1,ASSEMBLY2_LINE_1,5045.463526712323,0.06103984002220386,3,10.258747725053581,25.982167238166767,48.150871282731714,10,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,SORTING,SORTING_ROBOT_1,5082.291844039204,11.12779031579339,4,36.828317326881006,62.81048456504777,11.322553955850708,16,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,PACKAGING_3,PACKAGING_LINE_3,5082.390652997893,0.09880895868900552,5,0.09880895868900552,62.90929352373678,11.223744997161702,16,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,INSPECTION_2_1,INSPECTION_2_1_LINE,5085.529788338641,3.1391353407479983,6,3.1391353407479983,66.04842886448478,8.084609656413704,16,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,INSPECTION_2_2,INSPECTION_2_2_LINE,5087.504135284792,1.9743469461509449,7,1.9743469461509449,68.02277581063572,6.110262710262759,16,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,INSPECTION_2_3,INSPECTION_2_3_LINE,5087.992746296324,0.48861101153215714,8,0.48861101153215714,68.51138682216788,5.621651698730602,16,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,INSPECTION_2_4,INSPECTION_2_4_LINE,5089.896000280024,1.9032539836998694,9,1.9032539836998694,70.41464080586775,3.718397715030733,18,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,INSPECTION_2_5,INSPECTION_2_5_LINE,5090.573864546881,0.6778642668568864,10,0.6778642668568864,71.09250507272463,3.0405334481738464,18,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,INSPECTION_2_6,INSPECTION_2_6_LINE,5091.971206920523,1.3973423736424593,11,1.3973423736424593,72.4898474463671,1.6431910745313871,18,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1414,INSPECTION_2_7,INSPECTION_2_7_LINE,5093.614397995055,1.6431910745313871,12,1.6431910745313871,74.13303852089848,0.0,18,5019.481359474156,5093.614397995055,experiment,FIFO,0.28,0,variant_1
1415,MOULDING_2,MOULDING_MACHINE_2,5034.861610041376,1.6057696060779563,1,0.0,0.0,126.67756652867774,6,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,5036.170188065953,1.3085780245774004,2,1.3085780245774004,1.3085780245774004,125.36898850410034,7,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,ASSEMBLY_2_2,ASSEMBLY2_LINE_2,5079.60581827561,2.44723650494052,3,43.435630209656665,44.744208234234065,81.93335829444368,16,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,SORTING,SORTING_ROBOT_1,5141.121809794427,0.7375155605886903,4,61.51599151881692,106.26019975305098,20.41736677562676,19,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,PACKAGING_1,PACKAGING_LINE_1,5151.873104358307,10.236064741930932,5,10.751294563880037,117.01149431693102,9.666072211746723,23,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,INSPECTION_1_1,INSPECTION_1_1_LINE,5151.996816047115,0.12371168880872574,6,0.12371168880872574,117.13520600573975,9.542360522937997,23,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,INSPECTION_1_2,INSPECTION_1_2_LINE,5152.489889356744,0.4930733096289259,7,0.4930733096289259,117.62827931536867,9.049287213309071,23,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,INSPECTION_1_3,INSPECTION_1_3_LINE,5154.415664842402,1.9257754856580505,8,1.9257754856580505,119.55405480102672,7.123511727651021,23,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,INSPECTION_1_4,INSPECTION_1_4_LINE,5155.865840101576,0.946161713386573,9,1.4501752591741024,121.00423006020083,5.6733364684769185,23,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,INSPECTION_1_5,INSPECTION_1_5_LINE,5157.518871918066,1.033422804474867,10,1.6530318164896016,122.65726187669043,4.020304651987317,22,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
1415,INSPECTION_1_6,INSPECTION_1_6_LINE,5160.731662508812,0.996830794251764,11,3.2127905907464083,125.87005246743684,0.8075140612409086,21,5034.861610041376,5161.539176570053,experiment,FIFO,0.28,0,variant_6
