case_id,cycle_time_minutes
229,1.8166666666666666e-09
230,2.2666666666666667e-09
231,2.2333333333333335e-09
232,1.85e-09
233,2.0999999999999998e-09
234,9.166666666666667e-10
235,8.166666666666667e-10
236,8.833333333333333e-10
237,6.166666666666667e-10
238,1.5833333333333334e-09
239,2.216666666666667e-09
240,7e-10
241,2.4e-09
242,6.499999999999999e-10
243,3.5e-10
244,9.999999999999999e-10
245,2.283333333333333e-09
246,1.7166666666666665e-09
247,9.833333333333332e-10
248,5.833333333333334e-10
249,1.9833333333333333e-09
250,2.0666666666666666e-09
251,1.2e-09
252,2.1333333333333334e-09
253,1.1166666666666667e-09
254,1.0166666666666667e-09
255,1.9666666666666665e-09
256,6.333333333333334e-10
257,1.9666666666666665e-09
258,1.8e-09
259,1.9e-09
260,5.666666666666667e-10
261,9e-10
262,3.6666666666666664e-10
263,8.333333333333332e-10
264,1.8833333333333332e-09
265,1.8166666666666666e-09
266,1.8833333333333332e-09
267,1.4333333333333333e-09
268,1.1e-09
269,1.3666666666666667e-09
270,1.7833333333333334e-09
271,1.3499999999999999e-09
272,1.4333333333333333e-09
273,1.2666666666666668e-09
274,1.2666666666666668e-09
275,1.3833333333333333e-09
276,9e-10
277,1.1833333333333334e-09
278,1.15e-09
279,1.25e-09
280,6.666666666666666e-10
281,6.666666666666666e-10
282,8.333333333333332e-10
283,6e-10
284,8.5e-10
285,4.666666666666666e-10
286,6.166666666666667e-10
287,7.333333333333333e-10
288,8.833333333333333e-10
289,8.333333333333332e-10
290,7.666666666666667e-10
291,1.25e-09
292,5.166666666666666e-10
293,1.0333333333333333e-09
294,1.3499999999999999e-09
295,1.2333333333333334e-09
296,7e-10
297,1.2e-09
298,9.166666666666667e-10
299,6e-10
300,4.999999999999999e-10
301,4.5e-10
302,8.166666666666667e-10
303,8.666666666666667e-10
304,7.5e-10
305,7.166666666666667e-10
306,7.833333333333333e-10
307,1.0499999999999999e-09
308,7.666666666666667e-10
309,6.833333333333334e-10
310,1.2e-09
311,8.333333333333332e-10
312,7.833333333333333e-10
313,9.666666666666666e-10
314,1.3499999999999999e-09
315,1.3666666666666667e-09
316,7.5e-10
317,9.333333333333332e-10
318,1.4166666666666665e-09
319,5.5e-10
320,9.833333333333332e-10
321,1.0666666666666667e-09
322,1.45e-09
323,9e-10
324,1.1e-09
325,8e-10
326,1.2166666666666668e-09
327,1.1833333333333334e-09
328,1.0833333333333333e-09
329,9.833333333333332e-10
330,1.1333333333333333e-09
331,9.666666666666666e-10
332,1.5333333333333334e-09
333,1.25e-09
334,8.833333333333333e-10
335,1.5666666666666666e-09
336,9.166666666666667e-10
337,6.333333333333334e-10
338,1.1166666666666667e-09
339,5.333333333333334e-10
340,7.666666666666667e-10
341,1.3499999999999999e-09
342,6.833333333333334e-10
343,5.5e-10
344,6.166666666666667e-10
345,1.6166666666666667e-09
346,1.7166666666666665e-09
347,6.499999999999999e-10
348,1.75e-09
349,6e-10
350,1.2833333333333335e-09
351,1.1166666666666667e-09
352,2.1333333333333334e-09
353,3.8333333333333335e-10
354,1.7e-09
355,1.4166666666666665e-09
356,3e-10
357,9.999999999999999e-10
358,1.15e-09
359,2.25e-09
360,1.2166666666666668e-09
361,2.4833333333333332e-09
362,1.75e-09
363,1.9666666666666665e-09
364,5.666666666666667e-10
365,1.4833333333333334e-09
366,4.999999999999999e-10
367,2.0833333333333334e-09
368,2.05e-09
369,1.4833333333333334e-09
370,4.166666666666666e-10
371,1.4833333333333334e-09
372,1.7833333333333334e-09
373,1.4166666666666665e-09
374,6.499999999999999e-10
375,1.5666666666666666e-09
