method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero,open_cases_true
FIFO,6,0,5100.444045028926,variant_4,0.28,START,1401,START,,,,{},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5100.444045028926,variant_4,0.28,queued,1401,MOULDING,,,,{},5100.444045028926,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5100.444045028926,variant_4,0.28,running,1401,MOULDING,MOULDING_MACHINE_4,5102.9879089393,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5101.097384984123,variant_2,0.28,START,1402,START,,,,{},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5101.097384984123,variant_2,0.28,queued,1402,MOULDING,,,,{},5101.097384984123,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5101.097384984123,variant_2,0.28,running,1402,MOULDING,MOULDING_MACHINE_3,5103.037155520736,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5102.979336398762,variant_2,0.28,START,1403,START,,,,{},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.979336398762,variant_2,0.28,queued,1403,MOULDING,,,,{},5102.979336398762,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.979336398762,variant_2,0.28,running,1403,MOULDING,MOULDING_MACHINE_1,5102.987358259522,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.987358259522,variant_2,0.28,running,1403,ASSEMBLY_1_1,LINE_1_ASSEMBLY1,5109.673397582589,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.987358259522,variant_2,0.28,queued,1403,ASSEMBLY_1_1,,,,"{'moulding_lane': 'ASSEMBLY_1_1', 'a1_lane': 'ASSEMBLY_1_1'}",5102.987358259522,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.987358259522,variant_2,0.28,gateway,1403,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_1'},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.987358259522,variant_2,0.28,gateway,1403,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_1', 'a1_lane': 'ASSEMBLY_1_1'}",,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.9879089393,variant_4,0.28,gateway,1401,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.9879089393,variant_4,0.28,gateway,1401,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_4'}",,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.9879089393,variant_4,0.28,queued,1401,ASSEMBLY_1_4,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_4'}",5102.9879089393,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5102.9879089393,variant_4,0.28,running,1401,ASSEMBLY_1_4,LINE_4_ASSEMBLY1,5104.029457478901,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5103.037155520736,variant_2,0.28,queued,1402,ASSEMBLY_1_3,,,,"{'moulding_lane': 'ASSEMBLY_1_3', 'a1_lane': 'ASSEMBLY_1_3'}",5103.037155520736,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5103.037155520736,variant_2,0.28,gateway,1402,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_3', 'a1_lane': 'ASSEMBLY_1_3'}",,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5103.037155520736,variant_2,0.28,gateway,1402,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5104.029457478901,variant_4,0.28,gateway,1401,QC_AFTER_A1_4,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_4'}",,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5104.029457478901,variant_4,0.28,queued,1401,ASSEMBLY_2,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_4'}",5104.029457478901,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5104.460682944386,variant_5,0.28,START,1404,START,,,,{},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5104.460682944386,variant_5,0.28,queued,1404,MOULDING,,,,{},5104.460682944386,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5104.460682944386,variant_5,0.28,running,1404,MOULDING,MOULDING_MACHINE_5,5104.632404225004,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5104.632404225004,variant_5,0.28,gateway,1404,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_5'},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5104.632404225004,variant_5,0.28,gateway,1404,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_5', 'a1_lane': 'ASSEMBLY_1_1'}",,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5104.632404225004,variant_5,0.28,queued,1404,ASSEMBLY_1_1,,,,"{'moulding_lane': 'ASSEMBLY_1_5', 'a1_lane': 'ASSEMBLY_1_1'}",5104.632404225004,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5105.045974068623,variant_4,0.28,running,1401,ASSEMBLY_2,ASSEMBLY2_LINE_2,5110.6221071264445,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5108.679944404952,variant_2,0.28,running,1405,MOULDING,MOULDING_MACHINE_1,5110.147094287684,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5108.679944404952,variant_2,0.28,START,1405,START,,,,{},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5108.679944404952,variant_2,0.28,queued,1405,MOULDING,,,,{},5108.679944404952,0,experiment,hybrid30,6,C1,5,1.0,mild_all,14
FIFO,6,0,5109.038669520876,variant_6,0.28,running,1406,MOULDING,MOULDING_MACHINE_4,5109.233628697165,,,,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5109.038669520876,variant_6,0.28,queued,1406,MOULDING,,,,{},5109.038669520876,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5109.038669520876,variant_6,0.28,START,1406,START,,,,{},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5109.233628697165,variant_6,0.28,gateway,1406,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5109.233628697165,variant_6,0.28,gateway,1406,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_2'}",,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5109.233628697165,variant_6,0.28,queued,1406,ASSEMBLY_1_2,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_2'}",5109.233628697165,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5109.673397582589,variant_2,0.28,gateway,1403,QC_AFTER_A1_1,,,,"{'moulding_lane': 'ASSEMBLY_1_1', 'a1_lane': 'ASSEMBLY_1_1'}",,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
FIFO,6,0,5109.673397582589,variant_2,0.28,queued,1403,ASSEMBLY_2,,,,"{'moulding_lane': 'ASSEMBLY_1_1', 'a1_lane': 'ASSEMBLY_1_1'}",5109.673397582589,0,experiment,hybrid30,6,C1,5,1.0,mild_all,15
