method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero,open_cases_true
FIFO,6,0,5104.502170126641,variant_4,0.28,START,1424,START,,,,{},,0,experiment,pooled,6,C1,5,1.0,strong_all,18
FIFO,6,0,5104.502170126641,variant_4,0.28,queued,1424,MOULDING,,,,{},5104.502170126641,0,experiment,pooled,6,C1,5,1.0,strong_all,18
FIFO,6,0,5104.502170126641,variant_4,0.28,running,1424,MOULDING,MOULDING_MACHINE_3,5106.05027603618,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,18
FIFO,6,0,5105.888443172079,variant_1,0.28,START,1425,START,,,,{},,0,experiment,pooled,6,C1,5,1.0,strong_all,19
FIFO,6,0,5105.888443172079,variant_1,0.28,queued,1425,MOULDING,,,,{},5105.888443172079,0,experiment,pooled,6,C1,5,1.0,strong_all,19
FIFO,6,0,5105.888443172079,variant_1,0.28,running,1425,MOULDING,MOULDING_MACHINE_4,5113.929805265672,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,19
FIFO,6,0,5106.05027603618,variant_4,0.28,gateway,1424,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,pooled,6,C1,5,1.0,strong_all,19
FIFO,6,0,5106.05027603618,variant_4,0.28,queued,1424,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_3'},5106.05027603618,0,experiment,pooled,6,C1,5,1.0,strong_all,19
FIFO,6,0,5106.05027603618,variant_4,0.28,running,1424,ASSEMBLY_1,LINE_ASSEMBLY1_2,5113.413212512648,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,19
FIFO,6,0,5109.687658902392,variant_2,0.28,START,1426,START,,,,{},,0,experiment,pooled,6,C1,5,1.0,strong_all,18
FIFO,6,0,5109.687658902392,variant_2,0.28,queued,1426,MOULDING,,,,{},5109.687658902392,0,experiment,pooled,6,C1,5,1.0,strong_all,18
FIFO,6,0,5109.687658902392,variant_2,0.28,running,1426,MOULDING,MOULDING_MACHINE_2,5112.787408490801,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,18
FIFO,6,0,5112.787408490801,variant_2,0.28,gateway,1426,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_2'},,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5112.787408490801,variant_2,0.28,queued,1426,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_2'},5112.787408490801,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5112.787408490801,variant_2,0.28,running,1426,ASSEMBLY_1,LINE_ASSEMBLY1_4,5112.934145255815,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5112.934145255815,variant_2,0.28,running,1426,ASSEMBLY_2,ASSEMBLY2_LINE_2,5120.0292914737465,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5112.934145255815,variant_2,0.28,gateway,1426,QC_AFTER_A1,,,,{'moulding_lane': 'ASSEMBLY_1_2'},,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5112.934145255815,variant_2,0.28,queued,1426,ASSEMBLY_2,,,,{'moulding_lane': 'ASSEMBLY_1_2'},5112.934145255815,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5113.413212512648,variant_4,0.28,gateway,1424,QC_AFTER_A1,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5113.413212512648,variant_4,0.28,queued,1424,ASSEMBLY_2,,,,{'moulding_lane': 'ASSEMBLY_1_3'},5113.413212512648,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5113.929805265672,variant_1,0.28,gateway,1425,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5113.929805265672,variant_1,0.28,queued,1425,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_4'},5113.929805265672,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5113.929805265672,variant_1,0.28,running,1425,ASSEMBLY_1,LINE_ASSEMBLY1_3,5122.805849598467,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5118.908512148379,variant_3,0.28,running,1427,MOULDING,MOULDING_MACHINE_1,5121.995443822088,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,17
FIFO,6,0,5118.908512148379,variant_3,0.28,START,1427,START,,,,{},,0,experiment,pooled,6,C1,5,1.0,strong_all,17
FIFO,6,0,5118.908512148379,variant_3,0.28,queued,1427,MOULDING,,,,{},5118.908512148379,0,experiment,pooled,6,C1,5,1.0,strong_all,17
FIFO,6,0,5120.0292914737465,variant_2,0.28,queued,1426,SORTING,,,,{'moulding_lane': 'ASSEMBLY_1_2'},5120.0292914737465,0,experiment,pooled,6,C1,5,1.0,strong_all,15
FIFO,6,0,5120.0292914737465,variant_2,0.28,gateway,1426,QC_AFTER_A2,,,,{'moulding_lane': 'ASSEMBLY_1_2'},,0,experiment,pooled,6,C1,5,1.0,strong_all,15
FIFO,6,0,5120.0292914737465,variant_4,0.28,running,1424,ASSEMBLY_2,ASSEMBLY2_LINE_2,5134.250046408772,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,15
FIFO,6,0,5121.995443822088,variant_3,0.28,gateway,1427,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_1'},,0,experiment,pooled,6,C1,5,1.0,strong_all,15
FIFO,6,0,5121.995443822088,variant_3,0.28,queued,1427,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_1'},5121.995443822088,0,experiment,pooled,6,C1,5,1.0,strong_all,15
FIFO,6,0,5121.995443822088,variant_3,0.28,running,1427,ASSEMBLY_1,LINE_ASSEMBLY1_1,5132.907236935198,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,15
FIFO,6,0,5122.805849598467,variant_1,0.28,gateway,1425,QC_AFTER_A1,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,pooled,6,C1,5,1.0,strong_all,15
FIFO,6,0,5122.805849598467,variant_1,0.28,queued,1425,ASSEMBLY_2,,,,{'moulding_lane': 'ASSEMBLY_1_4'},5122.805849598467,0,experiment,pooled,6,C1,5,1.0,strong_all,15
FIFO,6,0,5124.209315675621,variant_1,0.28,running,1428,MOULDING,MOULDING_MACHINE_3,5124.508512800052,,,,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5124.209315675621,variant_1,0.28,queued,1428,MOULDING,,,,{},5124.209315675621,0,experiment,pooled,6,C1,5,1.0,strong_all,16
FIFO,6,0,5124.209315675621,variant_1,0.28,START,1428,START,,,,{},,0,experiment,pooled,6,C1,5,1.0,strong_all,16
