method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero,open_cases_true
FIFO,6,0,5109.564322765358,variant_5,0.28,running,1468,MOULDING,MOULDING_MACHINE_3,5112.189845697806,,,,0,experiment,hybrid30,6,C1,5,0.99,identical,46
FIFO,6,0,5109.564322765358,variant_5,0.28,START,1468,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,identical,46
FIFO,6,0,5109.564322765358,variant_5,0.28,queued,1468,MOULDING,,,,{},5109.564322765358,0,experiment,hybrid30,6,C1,5,0.99,identical,46
FIFO,6,0,5112.057045171644,variant_5,0.28,START,1469,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5112.057045171644,variant_5,0.28,queued,1469,MOULDING,,,,{},5112.057045171644,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5112.057045171644,variant_5,0.28,running,1469,MOULDING,MOULDING_MACHINE_1,5114.800857995156,,,,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5112.189845697806,variant_5,0.28,running,1468,ASSEMBLY_1_3,LINE_3_ASSEMBLY1,5128.803828221488,,,,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5112.189845697806,variant_5,0.28,queued,1468,ASSEMBLY_1_3,,,,"{'moulding_lane': 'ASSEMBLY_1_3', 'a1_lane': 'ASSEMBLY_1_3'}",5112.189845697806,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5112.189845697806,variant_5,0.28,gateway,1468,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5112.189845697806,variant_5,0.28,gateway,1468,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_3', 'a1_lane': 'ASSEMBLY_1_3'}",,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5114.048413580442,variant_2,0.28,queued,1470,MOULDING,,,,{},5114.048413580442,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5114.048413580442,variant_2,0.28,START,1470,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5114.048413580442,variant_2,0.28,running,1470,MOULDING,MOULDING_MACHINE_5,5116.426884259969,,,,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5114.800857995156,variant_5,0.28,running,1469,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,5116.995385386888,,,,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5114.800857995156,variant_5,0.28,queued,1469,ASSEMBLY_1_2,,,,"{'moulding_lane': 'ASSEMBLY_1_1', 'a1_lane': 'ASSEMBLY_1_2'}",5114.800857995156,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5114.800857995156,variant_5,0.28,gateway,1469,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_1'},,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5114.800857995156,variant_5,0.28,gateway,1469,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_1', 'a1_lane': 'ASSEMBLY_1_2'}",,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5116.426884259969,variant_2,0.28,gateway,1470,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_5'},,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5116.426884259969,variant_2,0.28,gateway,1470,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_5', 'a1_lane': 'ASSEMBLY_1_2'}",,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5116.426884259969,variant_2,0.28,queued,1470,ASSEMBLY_1_2,,,,"{'moulding_lane': 'ASSEMBLY_1_5', 'a1_lane': 'ASSEMBLY_1_2'}",5116.426884259969,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5116.995385386888,variant_2,0.28,running,1470,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,5121.204361702216,,,,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5116.995385386888,variant_5,0.28,queued,1469,ASSEMBLY_2,,,,"{'moulding_lane': 'ASSEMBLY_1_1', 'a1_lane': 'ASSEMBLY_1_2'}",5116.995385386888,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5116.995385386888,variant_5,0.28,gateway,1469,QC_AFTER_A1_2,,,,"{'moulding_lane': 'ASSEMBLY_1_1', 'a1_lane': 'ASSEMBLY_1_2'}",,0,experiment,hybrid30,6,C1,5,0.99,identical,44
FIFO,6,0,5118.894342847153,variant_2,0.28,START,1471,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,identical,45
FIFO,6,0,5118.894342847153,variant_2,0.28,running,1471,MOULDING,MOULDING_MACHINE_4,5125.748206726289,,,,0,experiment,hybrid30,6,C1,5,0.99,identical,45
FIFO,6,0,5118.894342847153,variant_2,0.28,queued,1471,MOULDING,,,,{},5118.894342847153,0,experiment,hybrid30,6,C1,5,0.99,identical,45
