method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero,open_cases_true
FIFO,6,0,5100.26256122537,variant_4,0.28,START,1384,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5100.26256122537,variant_4,0.28,queued,1384,MOULDING,,,,{},5100.26256122537,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5100.26256122537,variant_4,0.28,running,1384,MOULDING,MOULDING_MACHINE_4,5101.408097705088,,,,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5101.408097705088,variant_4,0.28,gateway,1384,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5101.408097705088,variant_4,0.28,queued,1384,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_4'},5101.408097705088,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5101.408097705088,variant_4,0.28,running,1384,ASSEMBLY_1,LINE_ASSEMBLY1_5,5108.2478901064105,,,,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5103.013118626788,variant_3,0.28,START,1385,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5103.013118626788,variant_3,0.28,queued,1385,MOULDING,,,,{},5103.013118626788,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5103.013118626788,variant_3,0.28,running,1385,MOULDING,MOULDING_MACHINE_2,5103.307838742696,,,,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5103.307838742696,variant_3,0.28,running,1385,ASSEMBLY_1,LINE_ASSEMBLY1_2,5128.223728039788,,,,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5103.307838742696,variant_3,0.28,queued,1385,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_2'},5103.307838742696,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5103.307838742696,variant_3,0.28,gateway,1385,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_2'},,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5107.673867758415,variant_6,0.28,running,1386,MOULDING,MOULDING_MACHINE_3,5109.157146149322,,,,0,experiment,pooled,6,C1,5,0.97,identical,21
FIFO,6,0,5107.673867758415,variant_6,0.28,queued,1386,MOULDING,,,,{},5107.673867758415,0,experiment,pooled,6,C1,5,0.97,identical,21
FIFO,6,0,5107.673867758415,variant_6,0.28,START,1386,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,21
FIFO,6,0,5108.2478901064105,variant_4,0.28,gateway,1384,QC_AFTER_A1,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,pooled,6,C1,5,0.97,identical,21
FIFO,6,0,5108.2478901064105,variant_4,0.28,queued,1384,ASSEMBLY_2,,,,{'moulding_lane': 'ASSEMBLY_1_4'},5108.2478901064105,0,experiment,pooled,6,C1,5,0.97,identical,21
FIFO,6,0,5109.157146149322,variant_6,0.28,gateway,1386,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5109.157146149322,variant_6,0.28,queued,1386,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_3'},5109.157146149322,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5109.157146149322,variant_6,0.28,running,1386,ASSEMBLY_1,LINE_ASSEMBLY1_3,5122.234522134191,,,,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5112.334458544266,variant_4,0.28,START,1387,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5112.334458544266,variant_4,0.28,queued,1387,MOULDING,,,,{},5112.334458544266,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5112.334458544266,variant_4,0.28,running,1387,MOULDING,MOULDING_MACHINE_1,5113.65013832954,,,,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5113.65013832954,variant_4,0.28,running,1387,ASSEMBLY_1,LINE_ASSEMBLY1_4,5117.068036695215,,,,0,experiment,pooled,6,C1,5,0.97,identical,18
FIFO,6,0,5113.65013832954,variant_4,0.28,gateway,1387,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_1'},,0,experiment,pooled,6,C1,5,0.97,identical,18
FIFO,6,0,5113.65013832954,variant_4,0.28,queued,1387,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_1'},5113.65013832954,0,experiment,pooled,6,C1,5,0.97,identical,18
FIFO,6,0,5113.882093572309,variant_1,0.28,START,1388,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5113.882093572309,variant_1,0.28,queued,1388,MOULDING,,,,{},5113.882093572309,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5113.882093572309,variant_1,0.28,running,1388,MOULDING,MOULDING_MACHINE_5,5119.942662414011,,,,0,experiment,pooled,6,C1,5,0.97,identical,19
FIFO,6,0,5115.813250236663,variant_6,0.28,running,1389,MOULDING,MOULDING_MACHINE_4,5115.920693474644,,,,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5115.813250236663,variant_6,0.28,START,1389,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5115.813250236663,variant_6,0.28,queued,1389,MOULDING,,,,{},5115.813250236663,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5115.920693474644,variant_6,0.28,queued,1389,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_4'},5115.920693474644,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5115.920693474644,variant_6,0.28,running,1389,ASSEMBLY_1,LINE_ASSEMBLY1_5,5126.263933807725,,,,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5115.920693474644,variant_6,0.28,gateway,1389,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5117.068036695215,variant_4,0.28,queued,1387,ASSEMBLY_2,,,,{'moulding_lane': 'ASSEMBLY_1_1'},5117.068036695215,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5117.068036695215,variant_4,0.28,gateway,1387,QC_AFTER_A1,,,,{'moulding_lane': 'ASSEMBLY_1_1'},,0,experiment,pooled,6,C1,5,0.97,identical,20
FIFO,6,0,5118.281132130272,variant_6,0.28,START,1390,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,21
FIFO,6,0,5118.281132130272,variant_6,0.28,queued,1390,MOULDING,,,,{},5118.281132130272,0,experiment,pooled,6,C1,5,0.97,identical,21
FIFO,6,0,5118.281132130272,variant_6,0.28,running,1390,MOULDING,MOULDING_MACHINE_2,5121.050384049283,,,,0,experiment,pooled,6,C1,5,0.97,identical,21
FIFO,6,0,5119.743404447465,variant_1,0.28,queued,1391,MOULDING,,,,{},5119.743404447465,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5119.743404447465,variant_1,0.28,running,1391,MOULDING,MOULDING_MACHINE_3,5120.660010747154,,,,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5119.743404447465,variant_1,0.28,START,1391,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5119.942662414011,variant_1,0.28,gateway,1388,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_5'},,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5119.942662414011,variant_1,0.28,queued,1388,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_5'},5119.942662414011,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5119.942662414011,variant_1,0.28,running,1388,ASSEMBLY_1,LINE_ASSEMBLY1_4,5128.73514529909,,,,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5120.660010747154,variant_1,0.28,gateway,1391,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5120.660010747154,variant_1,0.28,queued,1391,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_3'},5120.660010747154,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5121.050384049283,variant_6,0.28,gateway,1390,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_2'},,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5121.050384049283,variant_6,0.28,queued,1390,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_2'},5121.050384049283,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5121.875489186809,variant_4,0.28,START,1392,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,identical,23
FIFO,6,0,5121.875489186809,variant_4,0.28,queued,1392,MOULDING,,,,{},5121.875489186809,0,experiment,pooled,6,C1,5,0.97,identical,23
FIFO,6,0,5121.875489186809,variant_4,0.28,running,1392,MOULDING,MOULDING_MACHINE_1,5125.8792710635935,,,,0,experiment,pooled,6,C1,5,0.97,identical,23
FIFO,6,0,5122.234522134191,variant_1,0.28,running,1391,ASSEMBLY_1,LINE_ASSEMBLY1_3,5129.904736540058,,,,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5122.234522134191,variant_6,0.28,gateway,1386,QC_AFTER_A1,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5122.234522134191,variant_6,0.28,queued,1386,ASSEMBLY_2,,,,{'moulding_lane': 'ASSEMBLY_1_3'},5122.234522134191,0,experiment,pooled,6,C1,5,0.97,identical,22
FIFO,6,0,5123.506444957473,variant_5,0.28,queued,1393,MOULDING,,,,{},5123.506444957473,0,experiment,pooled,6,C1,5,0.97,identical,23
FIFO,6,0,5123.506444957473,variant_5,0.28,running,1393,MOULDING,MOULDING_MACHINE_4,5134.780532784851,,,,0,experiment,pooled,6,C1,5,0.97,identical,23
