method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero,open_cases_true
FIFO,6,0,5099.897805541309,variant_1,0.28,START,1423,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5099.897805541309,variant_1,0.28,queued,1423,MOULDING,,,,{},5099.897805541309,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5099.897805541309,variant_1,0.28,running,1423,MOULDING,MOULDING_MACHINE_5,5101.621224750518,,,,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5101.621224750518,variant_1,0.28,gateway,1423,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_5', 'a1_lane': 'ASSEMBLY_1_2'}",,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5101.621224750518,variant_1,0.28,queued,1423,ASSEMBLY_1_2,,,,"{'moulding_lane': 'ASSEMBLY_1_5', 'a1_lane': 'ASSEMBLY_1_2'}",5101.621224750518,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5101.621224750518,variant_1,0.28,gateway,1423,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_5'},,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5110.815597109882,variant_5,0.28,START,1424,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5110.815597109882,variant_5,0.28,queued,1424,MOULDING,,,,{},5110.815597109882,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5110.815597109882,variant_5,0.28,running,1424,MOULDING,MOULDING_MACHINE_3,5115.445551784046,,,,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5115.445551784046,variant_5,0.28,gateway,1424,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5115.445551784046,variant_5,0.28,gateway,1424,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_3', 'a1_lane': 'ASSEMBLY_1_4'}",,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5115.445551784046,variant_5,0.28,queued,1424,ASSEMBLY_1_4,,,,"{'moulding_lane': 'ASSEMBLY_1_3', 'a1_lane': 'ASSEMBLY_1_4'}",5115.445551784046,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5115.445551784046,variant_5,0.28,running,1424,ASSEMBLY_1_4,LINE_4_ASSEMBLY1,5118.193985701172,,,,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5116.607144948878,variant_5,0.28,running,1425,MOULDING,MOULDING_MACHINE_4,5121.970328204929,,,,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5116.607144948878,variant_5,0.28,START,1425,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5116.607144948878,variant_5,0.28,queued,1425,MOULDING,,,,{},5116.607144948878,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5118.193985701172,variant_5,0.28,gateway,1424,QC_AFTER_A1_4,,,,"{'moulding_lane': 'ASSEMBLY_1_3', 'a1_lane': 'ASSEMBLY_1_4'}",,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5118.193985701172,variant_5,0.28,queued,1424,ASSEMBLY_2,,,,"{'moulding_lane': 'ASSEMBLY_1_3', 'a1_lane': 'ASSEMBLY_1_4'}",5118.193985701172,0,experiment,hybrid30,6,C1,5,0.99,strong_all,14
FIFO,6,0,5120.069445853788,variant_6,0.28,START,1426,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5120.069445853788,variant_6,0.28,queued,1426,MOULDING,,,,{},5120.069445853788,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5120.069445853788,variant_6,0.28,running,1426,MOULDING,MOULDING_MACHINE_2,5122.0843656008,,,,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5120.881526153458,variant_3,0.28,queued,1427,MOULDING,,,,{},5120.881526153458,0,experiment,hybrid30,6,C1,5,0.99,strong_all,16
FIFO,6,0,5120.881526153458,variant_3,0.28,START,1427,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,strong_all,16
FIFO,6,0,5120.881526153458,variant_3,0.28,running,1427,MOULDING,MOULDING_MACHINE_1,5125.833678546162,,,,0,experiment,hybrid30,6,C1,5,0.99,strong_all,16
FIFO,6,0,5121.970328204929,variant_5,0.28,running,1425,ASSEMBLY_1_3,LINE_3_ASSEMBLY1,5128.821939785943,,,,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
FIFO,6,0,5121.970328204929,variant_5,0.28,queued,1425,ASSEMBLY_1_3,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_3'}",5121.970328204929,0,experiment,hybrid30,6,C1,5,0.99,strong_all,15
