method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data
FIFO,18,0,3027.218060665836,variant_7,0.0155555555555555,running,807,PACKAGING,PACKAGING_LINE_1,3030.266982798671,,
FIFO,18,0,3027.218060665836,variant_1,0.0155555555555555,running,818,SORTING,SORTING_ROBOT,3030.390773679603,,
FIFO,18,0,3027.787647705688,variant_8,0.0155555555555555,gateway,822,QC_AFTER_PACKAGING,,,,{'moulding_lane': 'ASSEMBLY_1_2'}
FIFO,18,0,3027.787647705688,variant_8,0.0155555555555555,COMPLETE,822,END,,,48.05214869047086,
FIFO,18,0,3028.0062398600544,variant_16,0.0155555555555555,gateway,833,QC_AFTER_ASSEMBLY1_4,,,,{'moulding_lane': 'ASSEMBLY_1_4'}
FIFO,18,0,3028.0062398600544,variant_16,0.0155555555555555,queued,833,ASSEMBLY_2,,,,
FIFO,18,0,3028.502452321497,variant_2,0.0155555555555555,START,837,START,,,,{}
FIFO,18,0,3028.502452321497,variant_2,0.0155555555555555,queued,837,MOULDING,,,,
FIFO,18,0,3028.502452321497,variant_2,0.0155555555555555,running,837,MOULDING,MOULDING_MACHINE_2,3036.016942469395,,
FIFO,18,0,3028.7549438418023,variant_15,0.0155555555555555,gateway,814,QC_AFTER_PACKAGING,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3028.7549438418023,variant_15,0.0155555555555555,COMPLETE,814,END,,,79.98141601084717,
FIFO,18,0,3028.829014045103,variant_14,0.0155555555555555,gateway,828,QC_AFTER_ASSEMBLY2,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3028.829014045103,variant_14,0.0155555555555555,queued,828,SORTING,,,,
FIFO,18,0,3028.829014045103,variant_11,0.0155555555555555,running,830,ASSEMBLY_2,ASSEMBLY2_LINE_2,3029.995830913132,,
FIFO,18,0,3029.5491169635843,variant_3,0.0155555555555555,START,838,START,,,,{}
FIFO,18,0,3029.5491169635843,variant_3,0.0155555555555555,queued,838,MOULDING,,,,
FIFO,18,0,3029.5491169635843,variant_3,0.0155555555555555,running,838,MOULDING,MOULDING_MACHINE_4,3029.5642365485883,,
FIFO,18,0,3029.5642365485883,variant_3,0.0155555555555555,gateway,838,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'}
FIFO,18,0,3029.5642365485883,variant_3,0.0155555555555555,gateway,838,ROUTE_TO_A1,,,,{'moulding_lane': 'ASSEMBLY_1_4'}
FIFO,18,0,3029.5642365485883,variant_3,0.0155555555555555,queued,838,ASSEMBLY_1_4,,,,
FIFO,18,0,3029.5642365485883,variant_3,0.0155555555555555,running,838,ASSEMBLY_1_4,LINE_4_ASSEMBLY1,3052.6709427668675,,
FIFO,18,0,3029.995830913132,variant_11,0.0155555555555555,gateway,830,QC_AFTER_ASSEMBLY2,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3029.995830913132,variant_11,0.0155555555555555,queued,830,SORTING,,,,
FIFO,18,0,3029.995830913132,variant_12,0.0155555555555555,running,834,ASSEMBLY_2,ASSEMBLY2_LINE_2,3040.234080788954,,
FIFO,18,0,3030.266982798671,variant_7,0.0155555555555555,gateway,807,QC_AFTER_PACKAGING,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3030.266982798671,variant_7,0.0155555555555555,COMPLETE,807,END,,,101.69260206274656,
FIFO,18,0,3030.390773679603,variant_1,0.0155555555555555,gateway,818,QC_AFTER_SORTING,,,,{'moulding_lane': 'ASSEMBLY_1_5'}
FIFO,18,0,3030.390773679603,variant_1,0.0155555555555555,queued,818,PACKAGING,,,,
FIFO,18,0,3030.390773679603,variant_1,0.0155555555555555,running,818,PACKAGING,PACKAGING_LINE_3,3035.6860658835417,,
FIFO,18,0,3030.390773679603,variant_5,0.0155555555555555,running,825,SORTING,SORTING_ROBOT,3033.18682157448,,
FIFO,18,0,3031.2607832500453,variant_17,0.0155555555555555,START,839,START,,,,{}
FIFO,18,0,3031.2607832500453,variant_17,0.0155555555555555,queued,839,MOULDING,,,,
FIFO,18,0,3031.2607832500453,variant_17,0.0155555555555555,running,839,MOULDING,MOULDING_MACHINE_1,3035.4249506577003,,
FIFO,18,0,3033.18682157448,variant_13,0.0155555555555555,running,823,SORTING,SORTING_ROBOT,3039.202800623664,,
FIFO,18,0,3033.18682157448,variant_5,0.0155555555555555,gateway,825,QC_AFTER_SORTING,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3033.18682157448,variant_5,0.0155555555555555,queued,825,PACKAGING,,,,
FIFO,18,0,3033.18682157448,variant_5,0.0155555555555555,running,825,PACKAGING,PACKAGING_LINE_2,3035.1028700913475,,
FIFO,18,0,3034.3715084057167,variant_15,0.0155555555555555,START,840,START,,,,{}
FIFO,18,0,3034.3715084057167,variant_15,0.0155555555555555,queued,840,MOULDING,,,,
FIFO,18,0,3034.3715084057167,variant_15,0.0155555555555555,running,840,MOULDING,MOULDING_MACHINE_3,3039.1978580325463,,
FIFO,18,0,3035.1028700913475,variant_5,0.0155555555555555,gateway,825,QC_AFTER_PACKAGING,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3035.1028700913475,variant_5,0.0155555555555555,COMPLETE,825,END,,,41.687275442332975,
FIFO,18,0,3035.1938752984747,variant_5,0.0155555555555555,gateway,826,QC_AFTER_ASSEMBLY1_5,,,,{'moulding_lane': 'ASSEMBLY_1_5'}
FIFO,18,0,3035.1938752984747,variant_5,0.0155555555555555,queued,826,ASSEMBLY_2,,,,
FIFO,18,0,3035.1938752984747,variant_4,0.0155555555555555,running,831,ASSEMBLY_1_5,LINE_5_ASSEMBLY1,3036.595055047609,,
FIFO,18,0,3035.4249506577003,variant_17,0.0155555555555555,gateway,839,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3035.4249506577003,variant_17,0.0155555555555555,gateway,839,ROUTE_TO_A1,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3035.4249506577003,variant_17,0.0155555555555555,queued,839,ASSEMBLY_1_1,,,,
FIFO,18,0,3035.4249506577003,variant_17,0.0155555555555555,running,839,ASSEMBLY_1_1,LINE_1_ASSEMBLY1,3040.00096830674,,
FIFO,18,0,3035.6860658835417,variant_1,0.0155555555555555,gateway,818,QC_AFTER_PACKAGING,,,,{'moulding_lane': 'ASSEMBLY_1_5'}
FIFO,18,0,3035.6860658835417,variant_1,0.0155555555555555,COMPLETE,818,END,,,69.64885090070902,
FIFO,18,0,3036.016942469395,variant_2,0.0155555555555555,gateway,837,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_2'}
