case_id;activity;resource;Complete Timestamp;activity_duration;timesincelastevent;timesincecasestart;event_nr;open_cases;remtime;scenario;method;l;simulation_run;process;queue_style;hetero
1470;MOULDING;MOULDING_MACHINE_2;5112.373771986793;3.3443064565090026;0.0;0.0;1;1;55.06804252957045;experiment;FIFO;0.28;0;variant_4;hybrid30;identical
1471;MOULDING;MOULDING_MACHINE_1;5115.976867059152;2.8686904641335786;0.0;0.0;1;2;38.01685561701288;experiment;FIFO;0.28;0;variant_6;hybrid30;identical
1473;MOULDING;MOULDING_MACHINE_4;5116.102629219014;1.5233003169705626;0.0;0.0;1;3;29.17118136094905;experiment;FIFO;0.28;0;variant_4;hybrid30;identical
1474;MOULDING;MOULDING_MACHINE_5;5118.239438081018;0.08832567661465873;0.0;0.0;1;4;42.721699021855784;experiment;FIFO;0.28;0;variant_2;hybrid30;identical
1475;MOULDING;MOULDING_MACHINE_2;5122.240139987333;2.1034453049833246;0.0;0.0;1;5;48.70620137341575;experiment;FIFO;0.28;0;variant_3;hybrid30;identical
1473;ASSEMBLY_1;LINE_4_ASSEMBLY1;5123.10164695591;6.999017736896349;6.999017736896349;6.999017736896349;2;5;22.1721636240527;experiment;FIFO;0.28;0;variant_4;hybrid30;identical
1472;MOULDING;MOULDING_MACHINE_3;5123.198982051397;9.549550921379705;0.0;0.0;1;6;45.610456904611965;experiment;FIFO;0.28;0;variant_1;hybrid30;identical
1473;ASSEMBLY_2;ASSEMBLY2_LINE_2;5123.210246256615;0.10859930070546397;0.10859930070546397;7.107617037601813;3;6;22.063564323347236;experiment;FIFO;0.28;0;variant_4;hybrid30;identical
1476;MOULDING;MOULDING_MACHINE_1;5123.613757902593;0.8158479980938864;0.0;0.0;1;7;57.59681908765833;experiment;FIFO;0.28;0;variant_4;hybrid30;identical
1471;ASSEMBLY_1;LINE_2_ASSEMBLY1;5125.168162652851;9.191295593698669;9.191295593698669;9.191295593698669;2;7;28.82556002331421;experiment;FIFO;0.28;0;variant_6;hybrid30;identical
1472;ASSEMBLY_1;LINE_4_ASSEMBLY1;5126.490755847786;3.291773796388952;3.291773796388952;3.291773796388952;2;7;42.31868310822301;experiment;FIFO;0.28;0;variant_1;hybrid30;identical
1479;MOULDING;MOULDING_MACHINE_2;5126.5761048493005;0.1734194490400114;0.0;0.0;1;8;59.87087477116802;experiment;FIFO;0.28;0;variant_3;hybrid30;identical
1478;MOULDING;MOULDING_MACHINE_5;5127.161280678914;3.2326372376819563;0.0;0.0;1;9;44.07929065141343;experiment;FIFO;0.28;0;variant_1;hybrid30;identical
1470;ASSEMBLY_1;LINE_1_ASSEMBLY1;5128.212796739732;15.839024752938712;15.839024752938712;15.839024752938712;2;9;39.229017776631736;experiment;FIFO;0.28;0;variant_4;hybrid30;identical
1477;MOULDING;MOULDING_MACHINE_4;5128.717117253305;5.601779174114199;0.0;0.0;1;10;41.7391696409386;experiment;FIFO;0.28;0;variant_6;hybrid30;identical
1471;ASSEMBLY_2;ASSEMBLY2_LINE_1;5128.791448460786;3.6232858079356447;3.6232858079356447;12.814581401634314;3;10;25.202274215378566;experiment;FIFO;0.28;0;variant_6;hybrid30;identical
1474;ASSEMBLY_1;LINE_1_ASSEMBLY1;5131.0008290881;2.7880323483677785;12.761391007081329;12.761391007081329;2;10;29.960308014774455;experiment;FIFO;0.28;0;variant_2;hybrid30;identical
