case_id;activity;resource;Complete Timestamp;activity_duration;timesincelastevent;timesincecasestart;event_nr;open_cases;remtime;scenario;method;l;simulation_run;process;queue_style;hetero
1472;MOULDING;MOULDING_MACHINE_4;5105.622198638841;0.5574061169727429;0.0;0.0;1;1;55.632850963163946;experiment;FIFO;0.28;0;variant_2;pooled;strong_all
1472;ASSEMBLY_1;LINE_ASSEMBLY1_4;5107.680388372229;2.058189733387735;2.058189733387735;2.058189733387735;2;1;53.57466122977621;experiment;FIFO;0.28;0;variant_2;pooled;strong_all
1474;MOULDING;MOULDING_MACHINE_2;5109.819023714163;0.5455674042677856;0.0;0.0;1;2;57.67340556581894;experiment;FIFO;0.28;0;variant_5;pooled;strong_all
1475;MOULDING;MOULDING_MACHINE_3;5113.925057268256;2.6471918971274135;0.0;0.0;1;3;63.17322541118847;experiment;FIFO;0.28;0;variant_6;pooled;strong_all
1475;ASSEMBLY_1;LINE_ASSEMBLY1_4;5114.294739224058;0.36968195580175234;0.36968195580175234;0.36968195580175234;2;3;62.803543455386716;experiment;FIFO;0.28;0;variant_6;pooled;strong_all
1476;MOULDING;MOULDING_MACHINE_5;5117.622090761183;3.5806749481289444;0.0;0.0;1;4;54.16020895981546;experiment;FIFO;0.28;0;variant_3;pooled;strong_all
1474;ASSEMBLY_1;LINE_ASSEMBLY1_2;5120.220590260421;10.401566546257527;10.401566546257527;10.401566546257527;2;4;47.27183901956141;experiment;FIFO;0.28;0;variant_5;pooled;strong_all
1476;ASSEMBLY_1;LINE_ASSEMBLY1_3;5121.320895950739;3.6988051895559693;3.6988051895559693;3.6988051895559693;2;4;50.461403770259494;experiment;FIFO;0.28;0;variant_3;pooled;strong_all
1477;MOULDING;MOULDING_MACHINE_4;5121.950668537776;7.258558127027754;0.0;0.0;1;5;61.38279965464244;experiment;FIFO;0.28;0;variant_2;pooled;strong_all
1477;ASSEMBLY_1;LINE_ASSEMBLY1_5;5122.278028484615;0.32735994683844183;0.32735994683844183;0.32735994683844183;2;5;61.055439707804;experiment;FIFO;0.28;0;variant_2;pooled;strong_all
