case_id;activity;resource;Complete Timestamp;activity_duration;timesincelastevent;timesincecasestart;event_nr;open_cases;remtime;scenario;method;l;simulation_run;process;queue_style;hetero
1423;MOULDING;MOULDING_MACHINE_5;5101.621224750518;1.723419209209169;0.0;0.0;1;1;93.74031563379413;experiment;FIFO;0.28;0;variant_1;hybrid30;strong_all
1424;MOULDING;MOULDING_MACHINE_3;5115.445551784046;4.629954674163855;0.0;0.0;1;2;16.90598309444158;experiment;FIFO;0.28;0;variant_5;hybrid30;strong_all
1424;ASSEMBLY_1;LINE_4_ASSEMBLY1;5118.193985701172;2.7484339171260217;2.7484339171260217;2.7484339171260217;2;2;14.157549177315559;experiment;FIFO;0.28;0;variant_5;hybrid30;strong_all
1425;MOULDING;MOULDING_MACHINE_4;5121.970328204929;5.363183256050434;0.0;0.0;1;3;37.6720553727946;experiment;FIFO;0.28;0;variant_5;hybrid30;strong_all
1426;MOULDING;MOULDING_MACHINE_2;5122.0843656008;2.014919747011845;0.0;0.0;1;4;104.65187395891735;experiment;FIFO;0.28;0;variant_6;hybrid30;strong_all
1427;MOULDING;MOULDING_MACHINE_1;5125.833678546162;4.952152392704193;0.0;0.0;1;5;24.01394037233422;experiment;FIFO;0.28;0;variant_3;hybrid30;strong_all
1424;ASSEMBLY_2;ASSEMBLY2_LINE_2;5127.7280155154895;4.121649489648917;9.534029814317364;12.282463731443386;3;5;4.623519362998195;experiment;FIFO;0.28;0;variant_5;hybrid30;strong_all
1427;ASSEMBLY_1;LINE_5_ASSEMBLY1;5128.147912818617;2.3142342724549962;2.3142342724549962;2.3142342724549962;2;5;21.699706099879222;experiment;FIFO;0.28;0;variant_3;hybrid30;strong_all
1425;ASSEMBLY_1;LINE_3_ASSEMBLY1;5128.821939785943;6.851611581014367;6.851611581014367;6.851611581014367;2;5;30.820443791780235;experiment;FIFO;0.28;0;variant_5;hybrid30;strong_all
1428;MOULDING;MOULDING_MACHINE_5;5130.8417787191165;3.8912602099208016;0.0;0.0;1;6;37.79861750663986;experiment;FIFO;0.28;0;variant_2;hybrid30;strong_all
1428;ASSEMBLY_1;LINE_5_ASSEMBLY1;5131.772785686646;0.9310069675293562;0.9310069675293562;0.9310069675293562;2;6;36.8676105391105;experiment;FIFO;0.28;0;variant_2;hybrid30;strong_all
1424;SORTING;SORTING_ROBOT_1;5132.054132208868;3.7506825346654296;4.3261166933789355;16.60858042482232;4;6;0.29740266961925954;experiment;FIFO;0.28;0;variant_5;hybrid30;strong_all
1424;PACKAGING;PACKAGING_LINE_3;5132.351534878488;0.29740266961925954;0.29740266961925954;16.90598309444158;5;5;0.0;experiment;FIFO;0.28;0;variant_5;hybrid30;strong_all
1429;MOULDING;MOULDING_MACHINE_3;5137.675655517433;1.2891736886331273;0.0;0.0;1;6;110.60480137873583;experiment;FIFO;0.28;0;variant_2;hybrid30;strong_all
1430;MOULDING;MOULDING_MACHINE_4;5139.445834771823;2.276961631485392;0.0;0.0;1;7;36.19581384742651;experiment;FIFO;0.28;0;variant_4;hybrid30;strong_all
