case_id;activity;resource;Complete Timestamp;activity_duration;timesincelastevent;timesincecasestart;event_nr;open_cases;remtime;scenario;method;l;simulation_run;process
1454;MOULDING;MOULDING_MACHINE_2;5077.9907049136;7.774892425671169;0.0;0.0;1;1;62.28500591367538;experiment;FIFO;0.28;0;variant_4
1459;MOULDING;MOULDING_MACHINE_4;5079.093810571158;2.582620973390476;0.0;0.0;1;2;60.28686210395881;experiment;FIFO;0.28;0;variant_2
1458;MOULDING;MOULDING_MACHINE_1;5080.523165328392;4.854586524834303;0.0;0.0;1;3;60.46193197701268;experiment;FIFO;0.28;0;variant_5
1456;MOULDING;MOULDING_MACHINE_5;5081.533264008871;10.961044188036794;0.0;0.0;1;4;61.664260714102966;experiment;FIFO;0.28;0;variant_3
1460;MOULDING;MOULDING_MACHINE_2;5082.588008604315;4.597303690715307;0.0;0.0;1;5;41.728205393354074;experiment;FIFO;0.28;0;variant_5
1462;MOULDING;MOULDING_MACHINE_1;5082.8784971131545;1.7399756351287579;0.0;0.0;1;6;75.52511198927459;experiment;FIFO;0.28;0;variant_3
1458;ASSEMBLY_1;LINE_5_ASSEMBLY1;5084.517029750771;3.9938644223793744;3.9938644223793744;3.9938644223793744;2;6;56.46806755463331;experiment;FIFO;0.28;0;variant_5
1457;MOULDING;MOULDING_MACHINE_3;5085.131419851994;11.454820007536;0.0;0.0;1;7;51.61081580550763;experiment;FIFO;0.28;0;variant_5
1460;ASSEMBLY_1;LINE_4_ASSEMBLY1;5086.6625864341;4.074577829785085;4.074577829785085;4.074577829785085;2;7;37.65362756356899;experiment;FIFO;0.28;0;variant_5
1457;ASSEMBLY_1;LINE_4_ASSEMBLY1;5089.498574439321;2.8359880052203152;4.367154587326695;4.367154587326695;2;7;47.24366121818093;experiment;FIFO;0.28;0;variant_5
1461;MOULDING;MOULDING_MACHINE_4;5089.679200130606;9.95640576353162;0.0;0.0;1;8;67.34536767903137;experiment;FIFO;0.28;0;variant_1
1454;ASSEMBLY_1;LINE_3_ASSEMBLY1;5099.693287621146;15.92179026814756;21.702582707545844;21.702582707545844;2;8;40.58242320612953;experiment;FIFO;0.28;0;variant_4
1463;MOULDING;MOULDING_MACHINE_5;5101.218730989003;0.7350543763377573;0.0;0.0;1;9;55.931020590901426;experiment;FIFO;0.28;0;variant_5
1459;ASSEMBLY_1;LINE_3_ASSEMBLY1;5103.870205204846;4.176917583699833;24.776394633687232;24.776394633687232;2;9;35.51046747027158;experiment;FIFO;0.28;0;variant_2
1464;MOULDING;MOULDING_MACHINE_2;5106.407945429136;5.514650863435236;0.0;0.0;1;10;86.95893627858459;experiment;FIFO;0.28;0;variant_5
1458;ASSEMBLY_2;ASSEMBLY2_LINE_2;5110.43047234004;2.810567719471692;25.913442589268925;29.9073070116483;3;10;30.554624965364383;experiment;FIFO;0.28;0;variant_5
1456;ASSEMBLY_1;LINE_3_ASSEMBLY1;5111.977146650495;8.106941445649682;30.44388264162444;30.44388264162444;2;10;31.220378072478525;experiment;FIFO;0.28;0;variant_3
1465;MOULDING;MOULDING_MACHINE_1;5112.08018430558;2.869947465547739;0.0;0.0;1;11;44.32427590974294;experiment;FIFO;0.28;0;variant_3
1460;ASSEMBLY_2;ASSEMBLY2_LINE_2;5113.439195763484;3.0087234234442803;26.776609329383973;30.851187159169058;3;11;10.877018234185016;experiment;FIFO;0.28;0;variant_5
1463;ASSEMBLY_1;LINE_4_ASSEMBLY1;5115.086314713485;13.867583724481847;13.867583724481847;13.867583724481847;2;11;42.06343686641958;experiment;FIFO;0.28;0;variant_5
1458;SORTING;SORTING_ROBOT_1;5115.214628303554;1.4975410101287707;4.784155963513513;34.69146297516181;4;11;25.77046900185087;experiment;FIFO;0.28;0;variant_5
1457;ASSEMBLY_2;ASSEMBLY2_LINE_2;5115.482168356679;2.042972593194463;25.98359391735812;30.350748504684816;3;11;21.26006730082281;experiment;FIFO;0.28;0;variant_5
1465;ASSEMBLY_1;LINE_5_ASSEMBLY1;5115.496064937941;3.4158806323612225;3.4158806323612225;3.4158806323612225;2;11;40.908395277381715;experiment;FIFO;0.28;0;variant_3
1466;MOULDING;MOULDING_MACHINE_3;5116.398707610658;4.026979829416632;0.0;0.0;1;12;50.22957612332448;experiment;FIFO;0.28;0;variant_6
1454;ASSEMBLY_2;ASSEMBLY2_LINE_1;5116.75500715723;1.9604596670042156;17.06171953608373;38.76430224362957;3;12;23.520703670045805;experiment;FIFO;0.28;0;variant_4
1462;ASSEMBLY_1;LINE_3_ASSEMBLY1;5116.96177120356;4.98462455306435;34.08327409040521;34.08327409040521;2;12;41.44183789886938;experiment;FIFO;0.28;0;variant_3
1460;SORTING;SORTING_ROBOT_1;5118.950161124518;3.735532820964181;5.5109653610334135;36.36215252020247;4;12;5.366052873151602;experiment;FIFO;0.28;0;variant_5
1459;ASSEMBLY_2;ASSEMBLY2_LINE_1;5119.663758734442;2.90875157721257;15.793553529596466;40.5699481632837;3;12;19.716913940675113;experiment;FIFO;0.28;0;variant_2
1456;ASSEMBLY_2;ASSEMBLY2_LINE_1;5119.803896747619;0.14013801317651087;7.826750097123295;38.270632738747736;3;12;23.39362797535523;experiment;FIFO;0.28;0;variant_3
1460;PACKAGING;PACKAGING_LINE_2;5120.178095237741;1.227934113223455;1.227934113223455;37.590086633425926;5;12;4.1381187599281475;experiment;FIFO;0.28;0;variant_5
1460;INSPECTION_1;INSPECTION_1_LINE_1;5120.996578020442;0.8184827827008121;0.8184827827008121;38.40856941612674;6;12;3.3196359772273354;experiment;FIFO;0.28;0;variant_5
1460;INSPECTION_2;INSPECTION_2_LINE_2;5122.999263821029;2.0026858005867325;2.0026858005867325;40.41125521671347;7;12;1.3169501766406029;experiment;FIFO;0.28;0;variant_5
1460;INSPECTION_3;INSPECTION_3_LINE_2;5124.316213997669;1.3169501766406029;1.3169501766406029;41.728205393354074;8;11;0.0;experiment;FIFO;0.28;0;variant_5
1470;MOULDING;MOULDING_MACHINE_1;5126.14992340051;2.0090260644201408;0.0;0.0;1;12;42.66194875817564;experiment;FIFO;0.28;0;variant_1
1471;MOULDING;MOULDING_MACHINE_3;5126.7601489548415;0.4607622267149054;0.0;0.0;1;13;48.86938646524595;experiment;FIFO;0.28;0;variant_5
1463;ASSEMBLY_2;ASSEMBLY2_LINE_1;5126.77151904573;6.967622298111564;11.685204332245121;25.552788056726968;3;13;30.378232534174458;experiment;FIFO;0.28;0;variant_5
1465;ASSEMBLY_2;ASSEMBLY2_LINE_2;5128.977131851877;8.606477502007692;13.481066913936047;16.89694754629727;3;13;27.427328363445667;experiment;FIFO;0.28;0;variant_3
1458;PACKAGING;PACKAGING_LINE_1;5129.917976724802;13.250674007821544;14.703348421248847;49.39481139641066;5;13;11.067120580602023;experiment;FIFO;0.28;0;variant_5
1472;MOULDING;MOULDING_MACHINE_1;5130.450726285014;2.3122790891620753;0.0;0.0;1;14;67.71738484885554;experiment;FIFO;0.28;0;variant_3
1461;ASSEMBLY_1;LINE_3_ASSEMBLY1;5130.571729154411;13.609957950850912;40.892529023804855;40.892529023804855;2;14;26.452838655226515;experiment;FIFO;0.28;0;variant_1
1457;SORTING;SORTING_ROBOT_1;5131.0328150901405;8.012532835266029;15.55064673346169;45.901395238146506;4;14;5.709420567361121;experiment;FIFO;0.28;0;variant_5
1462;ASSEMBLY_2;ASSEMBLY2_LINE_1;5131.085895398378;4.314376352647741;14.12412419481825;48.20739828522346;3;14;27.31771370405113;experiment;FIFO;0.28;0;variant_3
1461;ASSEMBLY_2;ASSEMBLY2_LINE_1;5131.757574802296;0.6716794039184606;1.1858456478857988;42.07837467169065;3;14;25.266993007340716;experiment;FIFO;0.28;0;variant_1
1454;SORTING;SORTING_ROBOT_1;5132.10256409083;0.7549279711838608;15.347556933600572;54.111859177230144;4;14;8.173146736445233;experiment;FIFO;0.28;0;variant_4
1458;INSPECTION_1;INSPECTION_1_LINE_2;5132.44631995404;2.52834322923718;2.52834322923718;51.92315462564784;6;14;8.538777351364843;experiment;FIFO;0.28;0;variant_5
1467;MOULDING;MOULDING_MACHINE_4;5132.78902049984;14.459920981046707;0.0;0.0;1;15;66.59030018978228;experiment;FIFO;0.28;0;variant_4
1457;PACKAGING;PACKAGING_LINE_2;5132.967420342949;1.934605252808069;1.934605252808069;47.836000490954575;5;15;3.7748153145530523;experiment;FIFO;0.28;0;variant_5
1474;MOULDING;MOULDING_MACHINE_1;5133.242709774328;1.766181721670364;0.0;0.0;1;16;43.81791632256227;experiment;FIFO;0.28;0;variant_4
1476;MOULDING;MOULDING_MACHINE_1;5133.750945274826;0.5082355004979036;0.0;0.0;1;17;47.49277459449422;experiment;FIFO;0.28;0;variant_1
1457;INSPECTION_1;INSPECTION_1_LINE_1;5133.935277437327;0.9678570943788145;0.9678570943788145;48.80385758533339;6;17;2.806958220174238;experiment;FIFO;0.28;0;variant_5
1470;ASSEMBLY_1;LINE_3_ASSEMBLY1;5134.447911253565;3.8761820991539935;8.29798785305502;8.29798785305502;2;17;34.36396090512062;experiment;FIFO;0.28;0;variant_1
1475;MOULDING;MOULDING_MACHINE_4;5134.4709026888895;1.6818821890492472;0.0;0.0;1;18;47.59268447823888;experiment;FIFO;0.28;0;variant_3
1473;MOULDING;MOULDING_MACHINE_3;5134.8820783434885;6.262107475318771;0.0;0.0;1;19;56.45085889408256;experiment;FIFO;0.28;0;variant_3
1459;SORTING;SORTING_ROBOT_1;5135.410558109034;3.3079940182042264;15.746799374592229;56.316747537875926;4;19;3.9701145660828843;experiment;FIFO;0.28;0;variant_2
1457;INSPECTION_2;INSPECTION_2_LINE_1;5135.7330815535925;0.16801344275882002;1.7978041162650698;50.60166170159846;7;19;1.009154103909168;experiment;FIFO;0.28;0;variant_5
1466;ASSEMBLY_1;LINE_4_ASSEMBLY1;5135.7926946668285;19.393987056170772;19.393987056170772;19.393987056170772;2;19;30.835589067153705;experiment;FIFO;0.28;0;variant_6
1458;INSPECTION_2;INSPECTION_2_LINE_2;5136.349561727145;3.9032417731050373;3.9032417731050373;55.82639639875288;7;19;4.635535578259805;experiment;FIFO;0.28;0;variant_5
1466;ASSEMBLY_2;ASSEMBLY2_LINE_2;5136.704590297363;0.9118956305346728;0.9118956305346728;20.305882686705445;3;19;29.923693436619033;experiment;FIFO;0.28;0;variant_6
1457;INSPECTION_3;INSPECTION_3_LINE_1;5136.742235657502;1.009154103909168;1.009154103909168;51.61081580550763;8;18;0.0;experiment;FIFO;0.28;0;variant_5
1454;PACKAGING;PACKAGING_LINE_2;5136.862143519085;3.894723176136722;4.759579428255165;58.87143860548531;5;18;3.4135673081900677;experiment;FIFO;0.28;0;variant_4
1454;INSPECTION_1;INSPECTION_1_LINE_2;5137.019162871074;0.15701935198831052;0.15701935198831052;59.02845795747362;6;18;3.256547956201757;experiment;FIFO;0.28;0;variant_4
1459;PACKAGING;PACKAGING_LINE_1;5137.957168063609;2.5466099545747056;2.5466099545747056;58.86335749245063;5;18;1.4235046115081786;experiment;FIFO;0.28;0;variant_2
1471;ASSEMBLY_1;LINE_1_ASSEMBLY1;5138.371229722003;11.611080767161184;11.611080767161184;11.611080767161184;2;18;37.25830569808477;experiment;FIFO;0.28;0;variant_5
1459;INSPECTION_1;INSPECTION_1_LINE_2;5138.585242957438;0.6280748938288525;0.6280748938288525;59.491432386279484;6;18;0.7954297176793261;experiment;FIFO;0.28;0;variant_2
1459;INSPECTION_2;INSPECTION_2_LINE_2;5138.73016810346;0.1449251460217056;0.1449251460217056;59.63635753230119;7;18;0.6505045716576205;experiment;FIFO;0.28;0;variant_2
1468;MOULDING;MOULDING_MACHINE_5;5139.077412172928;16.381786434765672;0.0;0.0;1;19;45.38611297865464;experiment;FIFO;0.28;0;variant_1
