Case ID;Activity;Resource;Complete Timestamp;activity_duration;timesincelastevent;timesincecasestart;event_nr;open_cases;remtime;simulation_run;process;method
821;PACKAGING;PACKAGING_LINE_3;3018.008848172288;0.5975732687816162;0.0;0.0;1;0;0.0;0;variant_18;FIFO
819;SORTING;SORTING_ROBOT;3019.7119733885747;2.3006984850685512;0.0;0.0;1;1;3.1641249458721177;0;variant_5;FIFO
834;MOULDING;MOULDING_MACHINE_1;3020.112173240444;2.7605456487426636;0.0;0.0;1;2;55.52886768795361;0;variant_12;FIFO
834;ASSEMBLY_1_1;LINE_1_ASSEMBLY1;3020.424834000027;0.3126607595831956;0.3126607595831956;0.3126607595831956;2;2;55.21620692837041;0;variant_12;FIFO
836;MOULDING;MOULDING_MACHINE_3;3021.9325258057625;0.8619728300950555;0.0;0.0;1;3;56.891257215706446;0;variant_5;FIFO
817;SORTING;SORTING_ROBOT;3022.405517565304;2.6935441767291195;0.0;0.0;1;4;48.46283811039257;0;variant_10;FIFO
814;SORTING;SORTING_ROBOT;3022.516795553277;0.11127798797315336;0.0;0.0;1;5;6.238148288525281;0;variant_15;FIFO
835;MOULDING;MOULDING_MACHINE_5;3022.6938113730225;3.634927425017395;0.0;0.0;1;6;78.00061163112059;0;variant_14;FIFO
819;PACKAGING;PACKAGING_LINE_1;3022.876098334447;3.1641249458721177;3.1641249458721177;3.1641249458721177;2;5;0.0;0;variant_5;FIFO
827;ASSEMBLY_2;ASSEMBLY2_LINE_2;3023.3757864258746;4.29422390024456;0.0;0.0;1;6;18.534454302106496;0;variant_13;FIFO
822;SORTING;SORTING_ROBOT;3023.626858446847;1.1100628935701025;0.0;0.0;1;7;4.16078925884085;0;variant_8;FIFO
836;ASSEMBLY_1_3;LINE_3_ASSEMBLY1;3025.8683047814925;3.935778975730045;3.935778975730045;3.935778975730045;2;7;52.9554782399764;0;variant_5;FIFO
829;ASSEMBLY_2;ASSEMBLY2_LINE_2;3026.469381330162;3.093594904287329;0.0;0.0;1;8;37.32281211800591;0;variant_11;FIFO
807;SORTING;SORTING_ROBOT;3027.218060665836;3.5912022189891104;0.0;0.0;1;9;3.048922132834832;0;variant_7;FIFO
822;PACKAGING;PACKAGING_LINE_3;3027.787647705688;4.16078925884085;4.16078925884085;4.16078925884085;2;8;0.0;0;variant_8;FIFO
833;ASSEMBLY_1_4;LINE_4_ASSEMBLY1;3028.0062398600544;8.857828534575674;0.0;0.0;1;9;59.2964085039921;0;variant_16;FIFO
814;PACKAGING;PACKAGING_LINE_2;3028.7549438418023;6.238148288525281;6.238148288525281;6.238148288525281;2;8;0.0;0;variant_15;FIFO
828;ASSEMBLY_2;ASSEMBLY2_LINE_2;3028.829014045103;2.359632714941199;0.0;0.0;1;9;35.35901649435891;0;variant_14;FIFO
838;MOULDING;MOULDING_MACHINE_4;3029.5642365485883;0.015119585003958491;0.0;0.0;1;10;76.14018704710907;0;variant_3;FIFO
830;ASSEMBLY_2;ASSEMBLY2_LINE_2;3029.995830913132;1.1668168680289455;0.0;0.0;1;11;38.819909978057694;0;variant_11;FIFO
807;PACKAGING;PACKAGING_LINE_1;3030.266982798671;3.048922132834832;3.048922132834832;3.048922132834832;2;10;0.0;0;variant_7;FIFO
