method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero
FIFO,6,0,5244.472944059811,variant_3,0.28,START,1431,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5244.472944059811,variant_3,0.28,queued,1431,MOULDING,,,,{},5244.472944059811,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5244.472944059811,variant_3,0.28,running,1431,MOULDING,MOULDING_MACHINE_4,5257.138055101283,,,,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5245.34833313494,variant_1,0.28,START,1432,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5245.34833313494,variant_1,0.28,queued,1432,MOULDING,,,,{},5245.34833313494,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5245.34833313494,variant_1,0.28,running,1432,MOULDING,MOULDING_MACHINE_3,5261.848598843782,,,,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5245.8844812215975,variant_1,0.28,START,1433,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5245.8844812215975,variant_1,0.28,queued,1433,MOULDING,,,,{},5245.8844812215975,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5245.8844812215975,variant_1,0.28,running,1433,MOULDING,MOULDING_MACHINE_5,5264.9609829960455,,,,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5248.035426556343,variant_3,0.28,START,1434,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5248.035426556343,variant_3,0.28,queued,1434,MOULDING,,,,{},5248.035426556343,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5248.035426556343,variant_3,0.28,running,1434,MOULDING,MOULDING_MACHINE_2,5260.154733802721,,,,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5248.757317296923,variant_3,0.28,START,1435,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5248.757317296923,variant_3,0.28,queued,1435,MOULDING,,,,{},5248.757317296923,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5250.1786678102535,variant_6,0.28,START,1436,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5250.1786678102535,variant_6,0.28,queued,1436,MOULDING,,,,{},5250.1786678102535,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5253.560973796347,variant_6,0.28,START,1437,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5253.560973796347,variant_6,0.28,queued,1437,MOULDING,,,,{},5253.560973796347,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5254.194712143588,variant_3,0.28,START,1438,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5254.194712143588,variant_3,0.28,queued,1438,MOULDING,,,,{},5254.194712143588,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5255.9479179268565,variant_5,0.28,START,1439,START,,,,{},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5255.9479179268565,variant_5,0.28,queued,1439,MOULDING,,,,{},5255.9479179268565,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5257.138055101283,variant_3,0.28,gateway,1431,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5257.138055101283,variant_3,0.28,gateway,1431,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_2'}",,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5257.138055101283,variant_3,0.28,queued,1431,ASSEMBLY_1_2,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_2'}",5257.138055101283,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5257.138055101283,variant_3,0.28,running,1435,MOULDING,MOULDING_MACHINE_4,5266.501085990941,,,,0,experiment,hybrid30,6,C1,8,1.0,mild_all
FIFO,6,0,5257.138055101283,variant_3,0.28,running,1431,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,5262.840473157837,,,,0,experiment,hybrid30,6,C1,8,1.0,mild_all
