method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero
FIFO,18,0,5174.968220934428,variant_1,0.28,START,1428,START,,,,{},,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5174.968220934428,variant_1,0.28,queued,1428,MOULDING,,,,{},5174.968220934428,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5174.968220934428,variant_1,0.28,running,1428,MOULDING,MOULDING_MACHINE_3,5179.903869882371,,,,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5175.102595579016,variant_14,0.28,START,1429,START,,,,{},,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5175.102595579016,variant_14,0.28,queued,1429,MOULDING,,,,{},5175.102595579016,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5175.102595579016,variant_14,0.28,running,1429,MOULDING,MOULDING_MACHINE_1,5178.067307172931,,,,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5177.091707344106,variant_6,0.28,START,1430,START,,,,{},,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5177.091707344106,variant_6,0.28,queued,1430,MOULDING,,,,{},5177.091707344106,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5177.091707344106,variant_6,0.28,running,1430,MOULDING,MOULDING_MACHINE_2,5179.474318767443,,,,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5178.067307172931,variant_14,0.28,gateway,1429,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_1'},,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5178.067307172931,variant_14,0.28,queued,1429,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_1'},5178.067307172931,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5178.067307172931,variant_14,0.28,running,1429,ASSEMBLY_1,LINE_ASSEMBLY1_4,5182.400145256458,,,,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5179.474318767443,variant_6,0.28,gateway,1430,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_2'},,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5179.474318767443,variant_6,0.28,queued,1430,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_2'},5179.474318767443,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5179.474318767443,variant_6,0.28,running,1430,ASSEMBLY_1,LINE_ASSEMBLY1_2,5199.524691725594,,,,0,experiment,pooled,18,C1,5,0.97,identical
FIFO,18,0,5179.567280234003,variant_5,0.28,START,1431,START,,,,{},,0,experiment,pooled,18,C1,5,0.97,identical
