method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero
FIFO,6,0,5005.3566694017145,variant_2,0.28,START,1417,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5005.3566694017145,variant_2,0.28,queued,1417,MOULDING,,,,{},5005.3566694017145,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5005.3566694017145,variant_2,0.28,running,1417,MOULDING,MOULDING_MACHINE_3,5006.425073155013,,,,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5006.425073155013,variant_2,0.28,gateway,1417,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5006.425073155013,variant_2,0.28,queued,1417,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_3'},5006.425073155013,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5006.425073155013,variant_2,0.28,running,1417,ASSEMBLY_1,LINE_ASSEMBLY1_4,5007.611077757227,,,,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5007.455008132892,variant_3,0.28,START,1418,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5007.455008132892,variant_3,0.28,queued,1418,MOULDING,,,,{},5007.455008132892,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5007.455008132892,variant_3,0.28,running,1418,MOULDING,MOULDING_MACHINE_2,5020.793571337521,,,,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5007.611077757227,variant_2,0.28,gateway,1417,QC_AFTER_A1,,,,{'moulding_lane': 'ASSEMBLY_1_3'},,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5007.611077757227,variant_2,0.28,queued,1417,ASSEMBLY_2,,,,{'moulding_lane': 'ASSEMBLY_1_3'},5007.611077757227,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5009.413127556693,variant_5,0.28,START,1419,START,,,,{},,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5009.413127556693,variant_5,0.28,queued,1419,MOULDING,,,,{},5009.413127556693,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5009.413127556693,variant_5,0.28,running,1419,MOULDING,MOULDING_MACHINE_4,5013.760018229518,,,,0,experiment,pooled,6,C1,5,0.97,strong_all
FIFO,6,0,5013.760018229518,variant_5,0.28,gateway,1419,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,pooled,6,C1,5,0.97,strong_all
