method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero
FIFO,6,0,4886.899713471882,variant_1,0.28,START,1415,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4886.899713471882,variant_1,0.28,queued,1415,MOULDING,,,,{},4886.899713471882,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4886.899713471882,variant_1,0.28,running,1415,MOULDING,MOULDING_MACHINE_5,4898.458855432146,,,,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4891.112409160735,variant_2,0.28,START,1416,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4891.112409160735,variant_2,0.28,queued,1416,MOULDING,,,,{},4891.112409160735,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4891.112409160735,variant_2,0.28,running,1416,MOULDING,MOULDING_MACHINE_4,4893.216840770876,,,,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4893.216840770876,variant_2,0.28,gateway,1416,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_4'},,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4893.216840770876,variant_2,0.28,gateway,1416,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_3'}",,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4893.216840770876,variant_2,0.28,queued,1416,ASSEMBLY_1_3,,,,"{'moulding_lane': 'ASSEMBLY_1_4', 'a1_lane': 'ASSEMBLY_1_3'}",4893.216840770876,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4897.466415810949,variant_2,0.28,running,1416,ASSEMBLY_1_3,LINE_3_ASSEMBLY1,4926.7019707347845,,,,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4898.458855432146,variant_1,0.28,gateway,1415,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_5'},,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4898.458855432146,variant_1,0.28,gateway,1415,ROUTE_TO_A1,,,,"{'moulding_lane': 'ASSEMBLY_1_5', 'a1_lane': 'ASSEMBLY_1_4'}",,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4898.458855432146,variant_1,0.28,queued,1415,ASSEMBLY_1_4,,,,"{'moulding_lane': 'ASSEMBLY_1_5', 'a1_lane': 'ASSEMBLY_1_4'}",4898.458855432146,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4898.458855432146,variant_1,0.28,running,1415,ASSEMBLY_1_4,LINE_4_ASSEMBLY1,4921.785486125415,,,,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4901.374157710251,variant_4,0.28,START,1417,START,,,,{},,0,experiment,hybrid30,6,C1,5,0.99,identical
FIFO,6,0,4901.374157710251,variant_4,0.28,queued,1417,MOULDING,,,,{},4901.374157710251,0,experiment,hybrid30,6,C1,5,0.99,identical
