method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data,queue_start,run,scenario,queue_style,variant_count,count_preset,activity_total,qc_pass,hetero
FIFO,6,0,4985.402814477725,variant_5,0.28,START,1445,START,,,,{},,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4985.402814477725,variant_5,0.28,queued,1445,MOULDING,,,,{},4985.402814477725,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4985.402814477725,variant_5,0.28,running,1445,MOULDING,MOULDING_MACHINE_1,4987.5493650822245,,,,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4987.492093882517,variant_1,0.28,START,1446,START,,,,{},,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4987.492093882517,variant_1,0.28,queued,1446,MOULDING,,,,{},4987.492093882517,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4987.492093882517,variant_1,0.28,running,1446,MOULDING,MOULDING_MACHINE_5,4994.629970053687,,,,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4987.5493650822245,variant_5,0.28,gateway,1445,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_1'},,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4987.5493650822245,variant_5,0.28,queued,1445,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_1'},4987.5493650822245,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4988.943350526695,variant_5,0.28,running,1445,ASSEMBLY_1,LINE_ASSEMBLY1_1,4990.629500611738,,,,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4989.622515852951,variant_3,0.28,START,1447,START,,,,{},,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4989.622515852951,variant_3,0.28,queued,1447,MOULDING,,,,{},4989.622515852951,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4989.622515852951,variant_3,0.28,running,1447,MOULDING,MOULDING_MACHINE_2,4995.870307811599,,,,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4990.629500611738,variant_5,0.28,gateway,1445,QC_AFTER_A1,,,,{'moulding_lane': 'ASSEMBLY_1_1'},,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4990.629500611738,variant_5,0.28,queued,1445,ASSEMBLY_2,,,,{'moulding_lane': 'ASSEMBLY_1_1'},4990.629500611738,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4994.629970053687,variant_1,0.28,gateway,1446,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_5'},,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4994.629970053687,variant_1,0.28,queued,1446,ASSEMBLY_1,,,,{'moulding_lane': 'ASSEMBLY_1_5'},4994.629970053687,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4994.629970053687,variant_1,0.28,running,1446,ASSEMBLY_1,LINE_ASSEMBLY1_1,5003.284616293286,,,,0,experiment,pooled,6,C1,8,0.99,mild_all
FIFO,6,0,4995.794169691185,variant_5,0.28,START,1448,START,,,,{},,0,experiment,pooled,6,C1,8,0.99,mild_all
