case_id,activity,resource,timestamp,activity_duration,prefix_index,timesincelastevent,elapsed_time,remaining_time,open_cases,case_start_time,case_complete_time,method,l,simulation_run,process
1135,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,3952.273971235455,0.027914794573007384,2,1.2607502101900536,1.2607502101900536,38.58848622312871,13,3951.013221025265,3990.862457458584,FIFO,0.0155555555555555,0,variant_7
1134,ASSEMBLY_2_1,ASSEMBLY2_LINE_1,3952.282897155306,0.0368407144237608,3,0.0368407144237608,3.002630375969602,28.80195567484816,13,3949.280266779336,3981.084852830154,FIFO,0.0155555555555555,0,variant_10
1129,SORTING,SORTING_ROBOT,3952.313793312425,2.557701524549884,4,22.598643962187907,43.8175868726039,7.926199484613335,13,3908.496206439821,3960.239992797038,FIFO,0.0155555555555555,0,variant_8
1124,ASSEMBLY_2_2,ASSEMBLY2_LINE_2,3952.4143990295433,0.6599380115007989,4,13.396624693039485,51.71492667688517,38.2834790463985,13,3900.699472352658,3990.697878075942,FIFO,0.0155555555555555,0,variant_6
1133,MOULDING_4,MOULDING_MACHINE_4,3952.7377476949714,12.043511913068414,1,0.0,0.0,44.39794214491076,14,3952.7377476949714,3997.135689839882,FIFO,0.0155555555555555,0,variant_12
1125,SORTING,SORTING_ROBOT,3953.970487819974,1.6566945075492185,4,23.177350138433212,64.97275392207212,33.64800405851793,14,3888.997733897902,3987.618491878492,FIFO,0.0155555555555555,0,variant_1
1128,SORTING,SORTING_ROBOT,3954.10866521088,0.13817739090609393,4,22.499038533303974,51.091946255040966,41.379458342534235,14,3903.016718955839,3995.4881235534144,FIFO,0.0155555555555555,0,variant_18
1132,ASSEMBLY_1_3,LINE_3_ASSEMBLY1,3954.484880868869,13.213378734146318,2,13.213378734146318,13.213378734146318,17.88107574537662,14,3941.2715021347226,3972.3659566142455,FIFO,0.0155555555555555,0,variant_11
1127,SORTING,SORTING_ROBOT,3955.4096510091895,1.3009857983092843,5,22.2736640578064,39.446380738725566,47.35062680134661,14,3915.963270270464,4002.760277810536,FIFO,0.0155555555555555,0,variant_7
1126,SORTING,SORTING_ROBOT,3955.468950191888,0.05929918269839618,4,14.842929337061378,54.12134677972608,53.90410151103606,14,3901.347603412162,4009.373051702924,FIFO,0.0155555555555555,0,variant_7
1120,PACKAGING_1,PACKAGING_LINE_1,3956.213154360302,7.747890104254566,5,8.984672721800962,81.08880898584812,0.0,13,3875.1243453744537,3956.213154360302,FIFO,0.0155555555555555,0,variant_13
1135,ASSEMBLY_2_2,ASSEMBLY2_LINE_2,3956.727852171111,4.3134531415676065,3,4.453880935655889,5.714631145845942,34.13460528747282,13,3951.013221025265,3990.862457458584,FIFO,0.0155555555555555,0,variant_7
1133,ASSEMBLY_1_4,LINE_4_ASSEMBLY1,3957.602974747488,4.86522705251673,2,4.86522705251673,4.86522705251673,39.53271509239403,13,3952.7377476949714,3997.135689839882,FIFO,0.0155555555555555,0,variant_12
1132,ASSEMBLY_2_2,ASSEMBLY2_LINE_2,3959.695169479944,2.967317308833117,3,5.210288611075157,18.423667345221475,12.670787134301463,13,3941.2715021347226,3972.3659566142455,FIFO,0.0155555555555555,0,variant_11
1129,PACKAGING_1,PACKAGING_LINE_1,3960.239992797038,4.026838436736398,5,7.926199484613335,51.74378635721723,0.0,12,3908.496206439821,3960.239992797038,FIFO,0.0155555555555555,0,variant_8
1133,ASSEMBLY_2_1,ASSEMBLY2_LINE_1,3960.424910037394,2.821935289905923,3,2.821935289905923,7.687162342422653,36.710779802488105,12,3952.7377476949714,3997.135689839882,FIFO,0.0155555555555555,0,variant_12
1131,SORTING,SORTING_ROBOT,3961.587526092609,6.1185759007212255,4,11.979657253355072,41.05917194837593,6.974970063308774,12,3920.528354144233,3968.562496155918,FIFO,0.0155555555555555,0,variant_5
