case_id,timestamp,activity,resource,status,prefix_index,elapsed_time,remaining_time,case_start_time,case_complete_time,method,l,simulation_run,process
841,3028.120186051037,START,,START,1,0.0,44.4389015585175,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3028.120186051037,MOULDING,,queued,2,0.0,44.4389015585175,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3028.120186051037,MOULDING,MOULDING_MACHINE_4,running,3,0.0,44.4389015585175,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3037.647140838397,QC_AFTER_MOULDING,,gateway,4,9.526954787359955,34.911946771157545,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3037.647140838397,ROUTE_TO_A1,,gateway,5,9.526954787359955,34.911946771157545,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3037.647140838397,ASSEMBLY_1_5,,queued,6,9.526954787359955,34.911946771157545,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3037.647140838397,ASSEMBLY_1_5,LINE_5_ASSEMBLY1,running,7,9.526954787359955,34.911946771157545,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3054.296062842257,QC_AFTER_A1_5,,gateway,8,26.175876791220162,18.26302476729734,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3054.296062842257,ASSEMBLY_2,,queued,9,26.175876791220162,18.26302476729734,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3054.296062842257,ASSEMBLY_2,ASSEMBLY2_LINE_1,running,10,26.175876791220162,18.26302476729734,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3065.1602293649044,QC_AFTER_A2,,gateway,11,37.0400433138675,7.39885824465,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3065.1602293649044,SORTING,,queued,12,37.0400433138675,7.39885824465,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3065.922897759479,SORTING,SORTING_ROBOT_1,running,13,37.802711708442075,6.636189850075425,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3070.23465142708,QC_AFTER_SORTING,,gateway,14,42.11446537604297,2.3244361824745283,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3070.23465142708,PACKAGING,,queued,15,42.11446537604297,2.3244361824745283,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3070.23465142708,PACKAGING,PACKAGING_LINE_1,running,16,42.11446537604297,2.3244361824745283,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3070.762809541226,QC_AFTER_PACKAGING,,gateway,17,42.64262349018918,1.79627806832832,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3070.762809541226,INSPECTION_1,,queued,18,42.64262349018918,1.79627806832832,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3070.762809541226,INSPECTION_1,INSPECTION_1_LINE_2,running,19,42.64262349018918,1.79627806832832,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3071.115156137934,QC_AFTER_INSPECTION_1,,gateway,20,42.994970086896956,1.4439314716205445,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3071.115156137934,INSPECTION_2,,queued,21,42.994970086896956,1.4439314716205445,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3071.115156137934,INSPECTION_2,INSPECTION_2_LINE_1,running,22,42.994970086896956,1.4439314716205445,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3072.555382867782,QC_AFTER_INSPECTION_2,,gateway,23,44.43519681674525,0.0037047417722533282,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3072.555382867782,INSPECTION_3,,queued,24,44.43519681674525,0.0037047417722533282,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3072.555382867782,INSPECTION_3,INSPECTION_3_LINE_1,running,25,44.43519681674525,0.0037047417722533282,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3072.5590876095544,QC_AFTER_INSPECTION_3,,gateway,26,44.4389015585175,0.0,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
841,3072.5590876095544,END,,COMPLETE,27,44.4389015585175,0.0,3028.120186051037,3072.5590876095544,FIFO,0.0155555555555555,0,variant_13
842,3030.249247546519,START,,START,1,0.0,35.147360639229646,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3030.249247546519,MOULDING,,queued,2,0.0,35.147360639229646,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3030.249247546519,MOULDING,MOULDING_MACHINE_2,running,3,0.0,35.147360639229646,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3032.979120942952,QC_AFTER_MOULDING,,gateway,4,2.7298733964325947,32.41748724279705,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3032.979120942952,ROUTE_TO_A1,,gateway,5,2.7298733964325947,32.41748724279705,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3032.979120942952,ASSEMBLY_1_3,,queued,6,2.7298733964325947,32.41748724279705,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3032.979120942952,ASSEMBLY_1_3,LINE_3_ASSEMBLY1,running,7,2.7298733964325947,32.41748724279705,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3046.441082076474,QC_AFTER_A1_3,,gateway,8,16.191834529954576,18.95552610927507,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3046.441082076474,ASSEMBLY_2,,queued,9,16.191834529954576,18.95552610927507,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3049.9574247853548,ASSEMBLY_2,ASSEMBLY2_LINE_1,running,10,19.70817723883556,15.439183400394086,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3052.7655861859985,QC_AFTER_A2,,gateway,11,22.516338639479272,12.631021999750374,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3052.7655861859985,SORTING,,queued,12,22.516338639479272,12.631021999750374,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3054.1759023120626,SORTING,SORTING_ROBOT_1,running,13,23.92665476554339,11.220705873686256,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3055.837453463469,QC_AFTER_SORTING,,gateway,14,25.588205916949846,9.5591547222798,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3055.837453463469,PACKAGING,,queued,15,25.588205916949846,9.5591547222798,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3055.837453463469,PACKAGING,PACKAGING_LINE_2,running,16,25.588205916949846,9.5591547222798,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3061.6914703121274,QC_AFTER_PACKAGING,,gateway,17,31.44222276560822,3.7051378736214247,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3061.6914703121274,INSPECTION_1,,queued,18,31.44222276560822,3.7051378736214247,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3061.6914703121274,INSPECTION_1,INSPECTION_1_LINE_1,running,19,31.44222276560822,3.7051378736214247,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
842,3063.7363833627205,QC_AFTER_INSPECTION_1,,gateway,20,33.48713581620132,1.6602248230283294,3030.249247546519,3065.396608185749,FIFO,0.0155555555555555,0,variant_17
